Pcd,Lat,Long,Duration,Old Or New,Prd Category Type,Property Type,Price
EN36DB,51.672902,-0.030355,F,N,B,S,370000
EN36DZ,51.672859,-0.026192,F,N,A,S,400000
EN36EB,51.672005,-0.024595,L,N,A,F,227500
EN36EG,51.667354,-0.025506,F,N,A,S,370000
EN36HZ,51.667934,-0.020434,F,N,B,T,345000
EN36JP,51.669283,-0.019406,L,N,A,F,209995
EN36LF,51.67729,-0.029803,F,N,B,S,345000
EN36QQ,51.676668,-0.037193,F,N,B,T,335000
EN36SD,51.675137,-0.03655,F,N,B,O,610000
EN36SD,51.675137,-0.03655,F,N,B,O,610000
EN36SP,51.674478,-0.031574,F,N,A,T,360000
EN36SQ,51.675771,-0.034107,F,N,A,S,385000
EN36UH,51.678852,-0.033887,F,N,B,T,465000
EN36WG,51.669759,-0.014584,F,N,A,S,391000
EN36WX,51.669843,-0.015289,L,N,A,F,265000
EN37GA,51.672457,-0.022073,L,N,A,F,270000
EN37HY,51.65734,-0.041874,F,N,A,T,492500
EN37JT,51.65655,-0.045739,F,N,A,S,355000
EN37LF,51.658376,-0.040325,L,N,B,F,150000
EN37LT,51.655671,-0.038823,F,N,B,T,385000
EN37TN,51.651563,-0.039998,F,N,A,T,485000
EN37WT,51.653713,-0.031997,L,N,B,F,264000
EN40AX,51.647864,-0.138175,F,N,A,S,922000
EN40EP,51.668931,-0.171224,F,N,A,D,1785000
EN40NW,51.662541,-0.179564,F,N,A,D,1820000
EN40QP,51.646835,-0.145878,F,N,A,S,675000
EN48DE,51.640204,-0.167986,L,N,A,F,305000
EN48DF,51.640922,-0.168478,L,N,B,F,223000
EN48DS,51.637563,-0.164725,F,N,A,S,685000
EN48ED,51.635381,-0.162025,F,N,A,S,650000
EN48EW,51.636751,-0.159397,F,N,A,S,460000
EN48FF,51.6441,-0.147857,F,N,A,T,675000
EN48NU,51.633065,-0.147957,F,N,A,T,700000
EN48PG,51.633825,-0.151727,F,N,A,S,585000
EN48QB,51.640573,-0.155398,F,N,A,T,565000
EN48QG,51.643128,-0.148981,L,N,A,F,408500
EN48RY,51.642207,-0.16555,F,N,A,T,660000
EN48TE,51.64231,-0.164678,F,N,A,T,605000
EN48TY,51.640616,-0.158142,F,N,A,T,700000
EN48UA,51.642563,-0.158959,F,N,A,T,535000
EN48UN,51.641856,-0.167226,F,N,A,S,600000
EN48UT,51.641818,-0.164814,L,N,A,F,285000
EN48XB,51.637325,-0.158709,L,N,A,F,445000
EN48XG,51.635954,-0.158981,F,N,A,S,570000
EN49DQ,51.655618,-0.164589,L,N,A,F,400000
EN49LF,51.646212,-0.154273,F,N,A,T,845000
EN49LT,51.650912,-0.151783,L,N,A,F,422500
EN49NG,51.646439,-0.152139,F,N,A,S,915000
EN49PB,51.649199,-0.166424,F,N,A,T,528000
EN49RD,51.651087,-0.166391,L,N,A,F,375000
EN49RR,51.646336,-0.165036,F,N,A,T,750000
EN49RY,51.648816,-0.163245,L,N,A,F,215000
EN51AE,51.646084,-0.187045,L,N,A,F,225000
EN51DD,51.6408,-0.175102,F,N,A,D,760000
EN51JU,51.643238,-0.177475,F,N,A,D,880000
EN51JX,51.643743,-0.174666,F,N,A,S,500000
EN51JZ,51.643402,-0.174708,F,N,A,S,785000
EN51LE,51.64595,-0.176644,L,N,A,F,460000
EN51LL,51.644584,-0.172088,F,N,A,S,690000
EN51LZ,51.644725,-0.174207,F,N,A,D,1607000
EN51QJ,51.649243,-0.176208,L,N,A,F,307500
EN51RN,51.647309,-0.179654,F,N,A,T,750000
EN51RQ,51.648327,-0.177401,L,N,A,F,305000
EN51SF,51.646575,-0.174075,F,N,A,D,880000
EN52BA,51.644616,-0.189608,F,N,A,S,569500
EN52BN,51.641121,-0.185928,F,N,A,S,570000
EN52BX,51.641224,-0.187369,F,N,A,S,610000
EN52DE,51.645833,-0.209936,F,N,A,T,632500
EN52NH,51.646867,-0.206383,F,N,A,T,845000
EN52NJ,51.650279,-0.206682,F,N,A,D,915000
EN52NJ,51.650279,-0.206682,F,N,A,D,712500
EN53BA,51.649818,-0.220707,F,N,A,S,587000
EN53BB,51.649352,-0.220205,F,N,A,S,670000
EN53HD,51.651441,-0.220369,L,N,A,F,410000
EN53JJ,51.642333,-0.238951,F,N,A,D,740000
EN53JY,51.645276,-0.234934,F,N,A,D,1075000
EN54AH,51.653961,-0.219938,F,N,A,D,780100
EN54AL,51.656931,-0.226645,F,N,A,T,1325000
EN54HA,51.657238,-0.204831,F,N,B,T,430000
EN54HH,51.659008,-0.209431,F,N,A,T,485000
EN54HL,51.657218,-0.208244,F,N,A,D,700000
EN54HZ,51.654157,-0.203912,F,N,B,O,320000
EN54NH,51.654453,-0.209105,L,N,A,F,520000
EN54PY,51.666023,-0.198338,F,N,A,S,1143000
EN55AU,51.652088,-0.188598,F,N,A,D,730000
EN55EJ,51.651663,-0.186158,L,N,A,F,415500
EN55EL,51.649696,-0.180469,F,N,A,F,300000
EN55EL,51.649696,-0.180469,F,N,B,T,300000
EN55ER,51.651658,-0.185204,L,N,A,F,342500
EN55HH,51.652199,-0.182421,F,N,A,S,1135000
EN55HS,51.652429,-0.180981,L,N,A,F,250000
EN55HS,51.652429,-0.180981,L,N,A,F,300000
EN55HS,51.652429,-0.180981,F,N,A,T,642000
EN55LN,51.654014,-0.189866,L,N,A,F,350000
EN55LP,51.654458,-0.188359,F,N,A,S,720000
EN55LU,51.655122,-0.187711,F,N,A,S,735000
EN55NA,51.654173,-0.188515,F,N,A,T,491000
EN55PG,51.653743,-0.181651,F,N,A,S,710000
EN55SE,51.653711,-0.195935,F,N,A,S,640000
EN55SQ,51.652986,-0.19673,F,N,A,D,865000
EN55TE,51.657593,-0.199815,L,N,A,F,417000
EN55TN,51.656799,-0.197909,F,N,A,S,985000
EN55TN,51.656799,-0.197909,F,N,A,S,850000
EN55TS,51.654145,-0.199012,F,N,B,O,5700000
EN88RD,51.681867,-0.039427,F,N,A,S,458000
HA01NG,51.538357,-0.288317,F,N,A,S,435000
HA01NH,51.5373,-0.287347,F,N,A,S,432000
HA02BW,51.553278,-0.298388,F,N,A,T,300000
HA02EH,51.552324,-0.303919,L,N,A,F,325000
HA02ES,51.550449,-0.307926,F,N,A,S,505000
HA02HY,51.55386,-0.30565,F,N,A,S,710000
HA02LA,51.551702,-0.31502,L,N,B,O,4200
HA02LG,51.552777,-0.319754,F,N,A,T,490500
HA02NP,51.560766,-0.321927,F,N,B,S,235000
HA02NP,51.560766,-0.321927,F,N,B,D,515000
HA02NT,51.561654,-0.323654,L,N,A,F,400000
HA02RY,51.558301,-0.326908,F,N,A,T,405000
HA02TQ,51.555355,-0.325891,F,N,A,D,415000
HA03AB,51.554661,-0.307597,F,N,A,S,900000
HA03AU,51.557318,-0.31161,F,N,B,T,410000
HA03JB,51.563437,-0.319462,F,N,A,S,750000
HA03PR,51.564341,-0.311032,F,N,A,S,585000
HA03RQ,51.566385,-0.313077,F,N,A,S,655000
HA04JG,51.543251,-0.291537,L,N,A,F,280000
HA04RF,51.547601,-0.302522,L,N,A,F,250000
HA04SL,51.545845,-0.301766,L,N,A,F,315000
HA04TH,51.548336,-0.298024,L,N,B,O,330000
HA11JR,51.582418,-0.336357,F,N,A,T,494000
HA11LD,51.582772,-0.334698,L,N,A,F,330000
HA11NA,51.582382,-0.333183,L,N,B,O,2500000
HA11SB,51.587326,-0.340089,L,N,A,F,368000
HA11SP,51.584869,-0.334189,L,N,B,F,235000
HA11SY,51.58557,-0.337974,L,N,A,F,363000
HA11TB,51.587691,-0.333948,F,N,A,S,535000
HA12EW,51.580858,-0.332134,L,N,A,F,490000
HA12JN,51.582821,-0.331189,L,N,A,F,203000
HA12LG,51.584727,-0.328002,L,N,B,F,357000
HA12NU,51.581845,-0.327689,L,N,B,F,385950
HA12QT,51.585608,-0.327363,F,N,B,T,415000
HA13BT,51.577219,-0.341973,F,N,A,T,925000
HA13BU,51.57668,-0.34078,F,N,A,D,2050000
HA13BZ,51.576642,-0.341272,L,N,A,F,320000
HA13DP,51.577613,-0.343171,L,N,B,F,225000
HA13EP,51.572196,-0.342214,F,N,A,S,623000
HA13EP,51.572196,-0.342214,F,N,A,S,795000
HA13LU,51.568583,-0.34044,L,N,B,O,275000
HA13NH,51.566591,-0.339517,L,N,B,F,575000
HA13RQ,51.558003,-0.342672,F,N,A,S,570000
HA13SG,51.563399,-0.321815,F,N,A,S,590000
HA13UA,51.565426,-0.321467,F,N,B,O,160000
HA13UF,51.56651,-0.326809,F,N,A,D,965000
HA14BD,51.581124,-0.344039,L,N,A,F,280000
HA14BJ,51.57662,-0.349875,F,N,A,T,510000
HA14BL,51.575948,-0.350721,F,N,A,T,655000
HA14EE,51.579609,-0.344412,L,N,A,F,370000
HA14HZ,51.581505,-0.344935,L,N,B,F,350000
HA14JQ,51.582936,-0.348881,F,N,A,T,635000
HA14JU,51.583258,-0.354498,F,N,B,T,575000
HA14PE,51.587308,-0.357946,F,N,B,O,500
HA14QW,51.587242,-0.346184,L,N,A,F,320000
HA14QW,51.587242,-0.346184,F,N,B,O,46000
HA14SG,51.589208,-0.346618,F,N,A,S,634000
HA14SQ,51.587444,-0.34967,F,N,B,O,18120
HA14TQ,51.587993,-0.348467,L,N,A,F,340000
HA14XF,51.590958,-0.343148,F,N,B,T,490000
HA14YD,51.58345,-0.357898,L,N,A,F,240000
HA20AR,51.5721,-0.352001,F,N,A,S,520000
HA20DQ,51.57117,-0.347907,F,N,A,S,505000
HA20FJ,51.574284,-0.366605,L,N,A,F,285000
HA20LU,51.56667,-0.348922,L,N,A,F,256000
HA20PJ,51.570595,-0.349256,F,N,A,S,480000
HA20PS,51.569574,-0.353333,F,N,A,T,530000
HA20QU,51.570524,-0.353126,F,N,A,T,445500
HA20SF,51.569915,-0.363623,F,N,A,T,620000
HA20XH,51.570456,-0.36496,L,Y,A,F,400000
HA20XH,51.570456,-0.36496,L,Y,A,F,370000
HA26AX,51.590298,-0.353176,F,N,A,S,570000
HA26DE,51.589447,-0.356613,F,N,A,S,740000
HA26EP,51.589614,-0.36472,F,N,A,S,710000
HA27AE,51.58208,-0.356388,L,N,A,F,305000
HA27AJ,51.583354,-0.359431,F,N,B,S,490000
HA27BS,51.582105,-0.362089,F,N,A,S,640000
HA27BS,51.582105,-0.362089,F,N,A,S,645000
HA27LD,51.586168,-0.363271,F,N,A,S,570000
HA27PA,51.582024,-0.371733,F,N,A,S,690000
HA27QL,51.586969,-0.373029,F,N,A,S,722000
HA27RA,51.58559,-0.36563,F,N,A,D,550000
HA28AR,51.566358,-0.353579,F,N,A,T,423000
HA28AY,51.566792,-0.353794,F,N,A,T,416500
HA28DW,51.565158,-0.352699,L,N,A,F,170000
HA28HX,51.563275,-0.354946,F,N,B,O,500000
HA28LG,51.563461,-0.352847,F,N,A,T,465000
HA28PA,51.563149,-0.361385,F,N,B,S,270000
HA28PA,51.563149,-0.361385,F,N,A,S,250000
HA28RD,51.558121,-0.377463,F,N,A,S,465000
HA28RR,51.562291,-0.370144,F,N,B,D,880000
HA28SN,51.559974,-0.371698,L,N,A,F,240000
HA29AB,51.564006,-0.367399,L,N,B,F,285000
HA29BZ,51.566912,-0.367483,L,N,B,F,320000
HA29LL,51.572336,-0.376726,F,N,A,T,467500
HA29PH,51.570382,-0.379119,L,N,A,F,263000
HA29PP,51.56535,-0.379341,F,N,A,T,475000
HA29QD,51.57285,-0.378771,F,N,A,T,665000
HA29QL,51.569995,-0.381066,F,N,B,T,525000
HA30DB,51.578298,-0.307931,F,N,A,S,820000
HA30DT,51.58318,-0.307923,F,N,A,S,740000
HA30JH,51.582425,-0.306046,L,N,A,S,340000
HA30LU,51.579934,-0.301664,F,N,A,D,810000
HA30PD,51.576565,-0.301905,F,N,B,S,680000
HA30QG,51.572836,-0.296489,F,N,A,D,665000
HA30QH,51.574405,-0.293125,L,N,A,F,135000
HA30RL,51.576887,-0.298083,F,N,A,D,735000
HA30RL,51.576887,-0.298083,F,N,A,S,785000
HA30RY,51.580055,-0.293924,F,N,A,S,575000
HA30TU,51.58509,-0.294515,F,N,A,T,402000
HA30UT,51.584776,-0.297615,F,N,A,S,535000
HA35AX,51.591533,-0.331736,F,N,B,T,420000
HA35DS,51.59831,-0.339522,F,N,A,T,523000
HA35EY,51.601619,-0.344203,F,N,A,S,540000
HA35HH,51.601209,-0.341908,F,N,A,T,525000
HA35SB,51.595617,-0.338185,F,N,B,T,480000
HA36EF,51.605569,-0.337813,F,N,A,S,575000
HA36HZ,51.604868,-0.343089,F,N,A,S,541000
HA36PB,51.605054,-0.358952,F,N,A,T,357000
HA36PF,51.606375,-0.359468,L,N,A,F,346000
HA36RZ,51.617168,-0.340263,F,N,A,S,600000
HA36SH,51.619367,-0.344049,L,N,A,F,1335000
HA36TH,51.609123,-0.343858,F,N,A,S,640000
HA37BA,51.601239,-0.338312,F,N,A,T,432500
HA37DG,51.605809,-0.330852,F,N,A,S,680000
HA37HZ,51.599862,-0.331214,F,N,A,S,493500
HA37JS,51.599843,-0.328616,F,N,A,T,490000
HA37LB,51.602958,-0.32635,F,N,B,O,14000
HA37PR,51.595854,-0.322583,F,N,B,T,635000
HA37PS,51.597833,-0.321976,F,N,A,S,752500
HA37SB,51.595728,-0.332073,F,N,A,T,407500
HA38AB,51.580089,-0.321865,L,N,A,F,230000
HA38ER,51.584473,-0.314645,F,N,A,S,590000
HA38TA,51.593979,-0.319115,F,N,B,T,470000
HA38TF,51.593413,-0.316667,F,N,A,S,665000
HA38TJ,51.593871,-0.314066,F,N,A,S,590000
HA39AF,51.592193,-0.308729,F,N,A,T,530000
HA39AL,51.593994,-0.303941,F,N,A,S,482500
HA39JE,51.594957,-0.296499,F,N,A,T,415000
HA39LX,51.587944,-0.293498,F,N,B,T,420000
HA39SB,51.583619,-0.286097,F,N,A,S,510000
HA39SR,51.580443,-0.291499,F,N,A,S,675000
HA39TR,51.57831,-0.282761,F,N,B,S,456000
HA40AU,51.566741,-0.410082,F,N,A,D,543000
HA40BS,51.56552,-0.410904,F,N,A,S,620000
HA40BU,51.565545,-0.409431,F,N,A,T,670000
HA40BX,51.564914,-0.408587,F,N,A,T,395000
HA40BZ,51.563738,-0.408066,F,N,A,T,461500
HA40DQ,51.564475,-0.406713,F,N,A,T,459000
HA40EE,51.560251,-0.405605,F,N,A,T,485000
HA40HA,51.558344,-0.396281,L,N,A,F,330000
HA40LT,51.559628,-0.388921,F,N,A,S,510000
HA40PA,51.559493,-0.386993,F,N,A,S,585500
HA40PL,51.561922,-0.385089,F,N,A,T,475000
HA40PN,51.561811,-0.382886,F,N,A,S,560000
HA40RB,51.56655,-0.384882,F,N,A,S,500000
HA40SE,51.56088,-0.396999,F,N,A,S,780000
HA40TG,51.566577,-0.396063,F,N,A,S,800000
HA40TH,51.562097,-0.400534,F,N,A,T,570000
HA40TQ,51.562979,-0.401767,F,N,A,T,465000
HA40UE,51.561837,-0.398488,F,N,B,T,410000
HA40UG,51.563558,-0.396227,F,N,A,S,675000
HA40UU,51.563525,-0.399676,F,N,A,T,468000
HA46BA,51.56826,-0.412034,F,N,A,T,450000
HA46BY,51.571037,-0.417897,F,N,A,S,695000
HA46DT,51.566283,-0.418106,F,N,A,T,550000
HA46DT,51.566283,-0.418106,L,N,A,F,308000
HA46DZ,51.563595,-0.41615,F,N,A,S,645000
HA46EW,51.569522,-0.42427,F,N,A,T,550000
HA46HR,51.565457,-0.420183,F,N,A,S,515000
HA46JT,51.567211,-0.41689,F,N,A,S,525000
HA46JT,51.567211,-0.41689,F,N,A,S,435000
HA46LN,51.559214,-0.4087,L,N,A,F,270000
HA46RQ,51.550996,-0.403491,F,N,A,S,430000
HA46RQ,51.550996,-0.403491,F,N,A,S,480000
HA46SP,51.554375,-0.399363,F,N,A,D,495000
HA46SW,51.555741,-0.400628,L,N,B,F,260000
HA46SZ,51.551749,-0.400623,F,N,A,S,600000
HA46UG,51.553951,-0.395324,F,N,B,T,532500
HA47DA,51.572503,-0.426606,L,N,A,F,320000
HA47HH,51.570637,-0.432947,F,N,A,T,440000
HA47NA,51.576049,-0.438952,L,N,A,F,347000
HA47UA,51.585218,-0.437367,F,N,A,T,550000
HA47XA,51.583225,-0.411484,F,N,A,S,682500
HA47YU,51.58045,-0.444675,F,N,A,D,620000
HA48BT,51.572476,-0.419868,L,N,A,F,340000
HA48BW,51.582861,-0.410486,F,N,A,S,590000
HA48EY,51.574444,-0.421127,F,N,A,S,772500
HA48FF,51.582572,-0.405113,L,N,A,F,344000
HA48FX,51.583321,-0.407295,L,N,A,F,157500
HA48JX,51.573062,-0.42067,F,N,A,D,740000
HA48LJ,51.572754,-0.423177,F,N,B,O,1650000
HA48TD,51.580864,-0.403137,F,N,A,S,675000
HA48TZ,51.573548,-0.408704,F,N,A,T,401500
HA48UB,51.574389,-0.404432,F,N,A,D,780000
HA49AE,51.571773,-0.410469,F,N,A,T,617825
HA49AN,51.568946,-0.404911,F,N,A,T,474000
HA49AP,51.567354,-0.403582,F,N,A,T,472500
HA49BT,51.567674,-0.405937,F,N,A,T,466050
HA49DR,51.566587,-0.400074,F,N,A,T,485000
HA49EY,51.567741,-0.393007,F,N,A,S,554000
HA49HA,51.568241,-0.390796,F,N,A,S,795000
HA49HB,51.565128,-0.39395,F,N,A,S,560000
HA49JT,51.569425,-0.391244,L,N,B,F,270000
HA49LY,51.570794,-0.404616,F,N,A,T,377500
HA49NB,51.575613,-0.397246,L,N,A,F,367500
HA49NB,51.575613,-0.397246,L,N,A,F,360000
HA49NG,51.574751,-0.397377,L,N,A,F,325000
HA49QD,51.572545,-0.390557,F,N,A,S,525000
HA49QH,51.57234,-0.386798,F,N,A,T,535000
HA49RJ,51.573161,-0.39156,F,N,A,S,633000
HA49RW,51.573652,-0.393245,F,N,A,S,790000
HA49SA,51.571641,-0.408035,F,N,A,T,446000
HA49SF,51.570919,-0.406473,F,N,A,T,515000
HA49SU,51.574862,-0.399538,F,N,A,T,516000
HA49SU,51.574862,-0.399538,F,N,A,S,512500
HA51DF,51.586575,-0.387434,F,N,A,S,800000
HA51DU,51.590802,-0.38229,F,N,A,S,810000
HA51EG,51.587368,-0.38628,L,N,A,S,340000
HA51EQ,51.588205,-0.385702,F,N,A,S,935000
HA51HL,51.587746,-0.381734,F,N,A,S,907000
HA51JD,51.580646,-0.381323,F,N,A,S,602500
HA51PR,51.578729,-0.391695,F,N,A,S,760000
HA51PT,51.577819,-0.392868,F,N,A,S,667000
HA51RJ,51.578656,-0.400184,L,N,A,F,440000
HA51RJ,51.578656,-0.400184,F,N,B,O,350000
HA51RL,51.580017,-0.400382,L,N,B,O,10000
HA51TL,51.583643,-0.388693,F,N,B,S,566000
HA51TL,51.583643,-0.388693,F,N,A,S,798000
HA51TY,51.580427,-0.394176,F,N,A,S,732000
HA52BD,51.592235,-0.394929,F,N,B,D,725000
HA52BQ,51.592145,-0.394325,F,N,A,D,805000
HA52DJ,51.598198,-0.404941,F,N,A,S,720000
HA52EQ,51.589545,-0.404767,F,N,A,D,980000
HA52JD,51.585998,-0.412398,F,N,B,D,450000
HA52JS,51.586409,-0.408876,F,N,A,S,522000
HA52JS,51.586409,-0.408876,F,N,A,T,515000
HA52JW,51.588739,-0.410945,L,N,A,T,525000
HA52JX,51.585759,-0.407368,F,N,A,T,695000
HA52NF,51.592357,-0.413865,F,N,A,S,540000
HA52PT,51.587827,-0.408667,F,N,A,S,460000
HA52QE,51.594156,-0.409919,F,N,A,T,465000
HA52QH,51.582887,-0.401854,F,N,A,T,525000
HA52RL,51.585137,-0.400635,F,N,A,S,834000
HA52TP,51.596503,-0.399297,F,N,A,D,625000
HA53AH,51.59451,-0.375827,F,N,A,D,1200000
HA53BS,51.597611,-0.37789,F,N,A,D,815000
HA53DL,51.599737,-0.382016,F,N,A,D,1130000
HA53EA,51.601218,-0.384475,F,N,A,D,1290000
HA53EY,51.597247,-0.383432,F,N,A,S,1037500
HA53LA,51.596261,-0.386225,L,N,A,F,373000
HA53LL,51.597422,-0.392219,L,N,A,F,335000
HA53NF,51.595534,-0.387002,L,N,B,F,332500
HA53RD,51.604283,-0.395248,F,N,A,D,872500
HA53SG,51.601734,-0.3965,F,N,A,S,585000
HA54EN,51.61096,-0.369124,L,N,A,F,480000
HA54EW,51.611144,-0.369377,L,N,A,F,282500
HA54HE,51.612558,-0.368287,L,N,A,F,363750
HA54JQ,51.610578,-0.371405,L,N,A,F,395000
HA54LY,51.606273,-0.373508,L,N,A,F,292500
HA54QF,51.612846,-0.376697,F,N,A,S,827500
HA54QG,51.612961,-0.377227,F,N,A,T,930000
HA54RF,51.607906,-0.376454,L,N,B,F,350000
HA54SN,51.6046,-0.381294,F,N,A,D,1290000
HA54SS,51.603562,-0.376464,F,N,A,D,875000
HA54TJ,51.606143,-0.382929,F,N,A,D,760000
HA55DJ,51.582768,-0.37289,F,N,A,T,598000
HA55HH,51.590573,-0.378068,L,N,B,F,440000
HA55JQ,51.582517,-0.376219,F,N,B,O,475000
HA55LG,51.582766,-0.378563,F,N,A,T,890000
HA55SN,51.596125,-0.364703,F,N,A,S,710500
HA55SW,51.595705,-0.366826,F,N,A,S,825000
HA61DU,51.606224,-0.419245,L,N,A,F,375000
HA61DX,51.608234,-0.420273,F,N,A,D,1135000
HA61LZ,51.598172,-0.411656,F,N,B,S,670000
HA61NA,51.59664,-0.411377,F,N,A,D,699000
HA61NJ,51.59608,-0.41658,F,N,A,S,667500
HA61NL,51.597205,-0.410592,F,N,A,D,650000
HA61NP,51.598408,-0.410478,L,N,A,F,275000
HA61PQ,51.60115,-0.409126,L,N,B,F,190000
HA61QA,51.608363,-0.407213,F,N,A,D,680000
HA61QB,51.607107,-0.404138,F,N,A,D,930000
HA61RG,51.604875,-0.406613,F,N,A,D,770000
HA61RL,51.607147,-0.405739,F,N,A,D,705000
HA61SN,51.605293,-0.415609,F,N,A,S,548000
HA61SX,51.605989,-0.412509,F,N,A,T,445000
HA62TZ,51.605915,-0.441249,F,N,A,D,1400000
HA62UP,51.61151,-0.429215,L,N,B,F,485000
HA63LX,51.615305,-0.418568,L,N,A,F,550000
HA63LY,51.615757,-0.417397,F,N,A,D,2100000
HA71DG,51.59824,-0.293459,F,N,A,S,495500
HA71EB,51.594877,-0.289802,L,N,B,F,320000
HA71ED,51.594744,-0.290544,L,N,B,S,280000
HA71ED,51.594744,-0.290544,L,N,B,F,270000
HA71LL,51.596894,-0.301768,F,N,A,S,465000
HA71NU,51.601362,-0.297948,F,N,A,S,550000
HA71PE,51.600875,-0.300927,F,N,A,S,735000
HA71PJ,51.600777,-0.302836,F,N,A,T,542500
HA71PJ,51.600777,-0.302836,F,N,A,S,632000
HA72BW,51.60463,-0.318808,F,N,A,S,575000
HA72DF,51.604228,-0.315199,L,N,A,F,306000
HA72DF,51.604228,-0.315199,L,N,A,F,302500
HA72HP,51.599911,-0.312644,F,N,A,S,562000
HA72JA,51.599297,-0.312464,F,N,A,S,525000
HA72NB,51.603877,-0.307659,F,N,A,T,711000
HA73AG,51.620037,-0.317748,L,N,A,F,355000
HA73BQ,51.618429,-0.311654,L,Y,A,F,305000
HA73DF,51.623867,-0.323385,F,N,A,D,835000
HA73HU,51.631139,-0.335211,L,N,B,F,175000
HA73LX,51.617561,-0.327619,F,N,A,S,490000
HA73NN,51.615001,-0.324679,F,N,A,D,1150000
HA73RP,51.616444,-0.324352,F,N,A,D,1450000
HA74AH,51.616699,-0.313278,F,N,B,O,800000
HA74DJ,51.617526,-0.309463,L,N,B,O,50000
HA74HN,51.615024,-0.308111,L,N,A,F,395000
HA74LA,51.620106,-0.308804,L,N,A,F,625000
HA74QH,51.620177,-0.293792,F,N,A,S,210000
HA74QW,51.62017,-0.296421,F,N,A,S,1075000
HA74RY,51.617817,-0.302654,F,N,B,S,670000
HA74SR,51.619185,-0.296704,F,N,A,T,547500
HA74WU,51.631751,-0.322617,F,N,A,D,1090000
HA80AQ,51.606443,-0.272732,L,N,A,F,283000
HA80EZ,51.603763,-0.256877,L,N,A,F,250000
HA80EZ,51.603763,-0.256877,L,N,A,F,150000
HA80FD,51.605041,-0.271557,L,N,A,F,320000
HA80JW,51.607777,-0.251076,F,N,A,S,340000
HA80PN,51.608276,-0.255014,F,N,A,T,412000
HA80QD,51.606469,-0.251386,F,N,A,T,385000
HA80QP,51.608272,-0.264416,F,N,A,T,400000
HA80TF,51.608149,-0.267078,F,N,A,T,400000
HA85DJ,51.602438,-0.273071,F,N,B,S,538000
HA85EH,51.603245,-0.27112,L,N,B,O,10000
HA85HL,51.600408,-0.270823,F,N,A,S,530000
HA85LH,51.598891,-0.269784,F,N,A,S,555000
HA85NB,51.594953,-0.283288,L,N,B,F,190000
HA85SJ,51.600494,-0.275441,F,N,A,S,538000
HA85SL,51.601708,-0.276073,F,N,A,S,470000
HA86AT,51.595445,-0.288063,F,N,A,S,541500
HA86BG,51.598083,-0.285798,F,N,A,T,525000
HA86DR,51.601045,-0.286033,F,N,A,S,455000
HA86EE,51.606028,-0.275072,L,N,A,F,305000
HA86EY,51.606875,-0.279474,F,N,A,S,530000
HA86LG,51.609197,-0.280252,F,N,B,O,1500
HA86NJ,51.609709,-0.281432,L,N,A,F,180000
HA86PX,51.610447,-0.284991,L,N,B,F,336000
HA86SD,51.611761,-0.298209,F,N,A,S,622000
HA87NB,51.614077,-0.278797,F,N,B,O,829000
HA87NZ,51.613383,-0.281784,L,N,A,F,445000
HA87RL,51.613034,-0.282505,L,N,A,F,530000
HA87RL,51.613034,-0.282505,L,N,B,O,490000
HA87TY,51.614195,-0.282577,L,N,A,F,375000
HA88BS,51.622068,-0.284143,L,N,B,F,289000
HA88EA,51.617417,-0.284001,F,N,A,D,1180000
HA88HF,51.620319,-0.281349,F,N,A,S,300000
HA88LW,51.617242,-0.276733,L,N,A,F,200000
HA88QB,51.624292,-0.278208,F,N,B,S,578000
HA88QJ,51.626595,-0.280693,F,N,A,D,1000000
HA88XG,51.628446,-0.268385,F,N,A,S,502500
HA88XN,51.630917,-0.272539,F,N,A,T,485000
HA88YL,51.623831,-0.265801,F,N,A,S,450000
HA89AF,51.609393,-0.27134,F,N,A,S,497000
HA89AF,51.609393,-0.27134,F,N,B,S,572000
HA89EG,51.608953,-0.263639,F,N,B,T,368000
HA89LE,51.613396,-0.266734,F,N,A,S,550000
HA89NY,51.616345,-0.26067,L,N,B,O,2000
HA89QG,51.616744,-0.26454,F,N,A,S,703500
HA89RA,51.618973,-0.26447,F,N,A,S,745000
HA89RT,51.618556,-0.260542,F,N,B,D,930000
HA89SL,51.618919,-0.26323,F,N,A,T,755000
HA89SW,51.620033,-0.261945,F,N,A,S,785000
HA89UD,51.619211,-0.265949,F,N,B,S,710000
HA89XF,51.613492,-0.273076,F,N,A,S,640000
HA89XF,51.613492,-0.273076,F,N,A,S,480000
HA96AZ,51.553658,-0.288031,L,N,B,O,10000
HA96AZ,51.553658,-0.288031,L,N,B,O,10000
HA96JS,51.553579,-0.270407,F,N,A,T,304000
HA96RT,51.550174,-0.274892,F,N,A,S,535000
HA96SF,51.55269,-0.279009,F,N,A,S,480000
HA96SQ,51.551324,-0.276609,F,N,A,T,490000
HA97EA,51.55129,-0.291553,F,N,B,T,480000
HA97JH,51.556155,-0.297718,F,N,B,S,500000
HA98AY,51.555208,-0.288261,L,N,A,F,370000
HA98BA,51.556486,-0.290219,L,N,B,F,360000
HA98DB,51.557084,-0.288018,F,N,B,T,490000
HA98JT,51.562526,-0.291824,F,N,B,O,415000
HA98JT,51.562526,-0.291824,F,N,B,O,435000
HA98JU,51.562407,-0.292348,L,N,B,F,100000
HA98PH,51.563742,-0.282747,F,N,A,T,525000
HA98QB,51.568884,-0.301138,F,N,A,S,520000
HA98QW,51.567423,-0.305204,L,N,B,F,215000
