Pcd,Lat,Long,Duration,Old Or New,Prd Category Type,Property Type,Price
SW185BU,51.440658,-0.203206,F,N,A,T,1225000
SW185DB,51.443633,-0.200744,F,N,A,T,1002000
SW185DJ,51.441201,-0.199904,F,N,A,T,975000
SW185DU,51.440889,-0.201816,F,N,A,T,1045000
SW185EJ,51.451779,-0.197747,L,N,A,F,400000
SW185ER,51.442653,-0.200178,F,N,A,T,1145000
SW185HA,51.44178,-0.204256,F,N,A,T,1200000
SW185HD,51.440807,-0.202337,F,N,A,T,1240000
SW185JF,51.447949,-0.209516,F,N,A,S,1740000
SW185JF,51.447949,-0.209516,L,N,A,T,980000
SW185JN,51.447621,-0.199263,F,N,A,T,606000
SW185LJ,51.44578,-0.199451,L,N,A,F,515000
SW185NY,51.441085,-0.204643,F,N,A,T,1272000
SW185QB,51.450016,-0.212985,F,N,B,T,470000
SW185QU,51.452934,-0.210324,F,N,A,D,1300000
SW185RD,51.447477,-0.200982,F,N,A,T,939000
SW185RH,51.446449,-0.204936,F,N,A,T,1320000
SW185RQ,51.447511,-0.20264,L,N,A,F,575000
SW185RR,51.448588,-0.201931,F,N,A,T,965000
SW185TA,51.450173,-0.202041,L,N,A,F,350000
SW185TF,51.44673,-0.201558,L,N,A,F,900000
SW185TN,51.446285,-0.202439,L,N,A,F,240000
SW185TU,51.447915,-0.203771,F,N,A,T,1300500
SW185UD,51.448724,-0.204905,F,N,A,T,1035000
SW191AQ,51.420791,-0.184943,F,N,A,T,505000
SW191AS,51.419694,-0.183203,F,N,A,T,318000
SW191BW,51.417401,-0.185523,F,N,A,S,657500
SW191DE,51.415501,-0.191739,L,N,B,O,106800
SW191DP,51.419794,-0.18678,F,N,A,T,490000
SW191ER,51.419672,-0.1911,L,N,A,T,445000
SW191ER,51.419672,-0.1911,L,N,A,F,450000
SW191EU,51.419098,-0.192316,F,N,A,T,842000
SW191EY,51.418549,-0.191719,L,N,A,F,422000
SW191EZ,51.418901,-0.188905,F,N,A,T,932500
SW191EZ,51.418901,-0.188905,F,N,A,T,950000
SW191HG,51.41694,-0.187109,F,N,A,T,745000
SW191HN,51.417036,-0.188083,F,N,A,T,725000
SW191HR,51.418644,-0.188566,L,N,A,F,495000
SW191JD,51.418171,-0.191144,F,N,A,T,950000
SW191JF,51.417054,-0.191581,F,N,A,T,780000
SW191JU,51.416052,-0.193659,F,N,A,T,732500
SW191JW,51.415644,-0.194671,L,N,A,F,600000
SW191LA,51.415178,-0.197044,F,N,B,O,4000
SW191LQ,51.417811,-0.202779,F,N,A,T,800000
SW191ND,51.417142,-0.197858,L,N,A,F,480000
SW191QT,51.418159,-0.202079,L,N,A,F,480000
SW191RQ,51.41998,-0.202924,F,N,B,O,4050000
SW191SD,51.419236,-0.194871,L,N,B,O,700000
SW191UF,51.420444,-0.191587,L,N,A,T,457000
SW191UY,51.420303,-0.183049,L,N,A,F,425000
SW191XE,51.420888,-0.182494,L,N,A,F,446000
SW192AL,51.422971,-0.17591,L,N,A,F,385000
SW192AT,51.423741,-0.177418,L,N,A,F,395000
SW192BN,51.41878,-0.178223,F,N,B,O,160000
SW192DE,51.42218,-0.178804,F,N,A,T,711850
SW192DW,51.41088,-0.179051,F,N,A,T,438000
SW192DX,51.417004,-0.172714,L,N,A,F,470000
SW192FE,51.413063,-0.178939,L,N,A,F,418000
SW192HF,51.419764,-0.172676,F,N,A,S,1050000
SW192HY,51.420149,-0.173103,L,N,A,F,485000
SW192JY,51.413532,-0.190656,F,N,B,O,550000
SW192QN,51.411903,-0.1795,F,N,A,T,470000
SW192QN,51.411903,-0.1795,F,N,A,T,560000
SW192QR,51.412571,-0.180235,L,N,A,F,365000
SW192SY,51.405718,-0.183714,F,N,B,S,600000
SW193AB,51.414837,-0.194199,L,N,A,F,395000
SW193AT,51.414703,-0.198946,F,N,A,T,980000
SW193AW,51.413841,-0.199584,F,N,A,T,810000
SW193BJ,51.414288,-0.193023,L,N,A,F,205000
SW193DD,51.414724,-0.193298,L,N,A,F,545000
SW193EW,51.406394,-0.195995,F,N,A,S,750000
SW193HH,51.413008,-0.206836,F,N,A,T,590000
SW193HY,51.410256,-0.200976,L,N,A,F,270000
SW193LD,51.404078,-0.204439,F,N,A,T,490000
SW193LD,51.404078,-0.204439,L,N,A,F,285000
SW193LS,51.403901,-0.205237,F,N,A,T,625000
SW193NE,51.415217,-0.20488,F,N,A,T,1300000
SW193NE,51.415217,-0.20488,F,N,A,T,1070000
SW193QL,51.417282,-0.208816,F,N,A,T,995000
SW193SB,51.418599,-0.206693,F,N,B,T,700000
SW193SW,51.418477,-0.206382,F,N,A,T,795000
SW194AL,51.422805,-0.213615,L,N,A,F,780000
SW194BH,51.421078,-0.210077,L,N,A,F,850000
SW194HR,51.418874,-0.217077,L,N,A,F,485000
SW194JF,51.415161,-0.218904,L,N,A,F,550000
SW194JG,51.415352,-0.219615,L,N,A,F,435000
SW194NN,51.419833,-0.220994,F,N,A,T,2750000
SW194PE,51.422781,-0.22029,F,N,A,D,5250000
SW194UF,51.425454,-0.228759,L,N,A,F,1050000
SW195DJ,51.425936,-0.216039,F,N,A,T,1350000
SW195DP,51.425728,-0.218363,F,N,A,T,1165000
SW195HA,51.429189,-0.218833,F,N,A,D,2221000
SW195JA,51.435146,-0.21735,L,N,B,O,27000
SW195JL,51.43678,-0.220758,F,N,A,S,1262500
SW195QF,51.439515,-0.220215,L,N,A,F,592500
SW195QF,51.439515,-0.220215,L,N,A,F,635000
SW196AY,51.442891,-0.222257,L,N,A,F,475000
SW196AZ,51.442891,-0.222257,L,N,A,F,425000
SW196BG,51.44479,-0.218773,F,N,A,T,800000
SW196BZ,51.440371,-0.2227,L,N,A,F,375000
SW196BZ,51.440371,-0.2227,L,N,A,F,295000
SW196ES,51.443101,-0.215327,L,N,A,F,565000
SW196ES,51.443101,-0.215327,L,N,A,F,455000
SW196ET,51.444329,-0.216258,F,N,A,T,625000
SW196EX,51.443575,-0.218158,L,N,B,F,306000
SW196HP,51.443143,-0.216347,L,N,A,F,700000
SW196HQ,51.441474,-0.217189,F,N,A,D,2350000
SW196JN,51.441607,-0.212321,L,N,A,F,445000
SW196JT,51.43948,-0.219109,L,N,A,F,450000
SW196JT,51.43948,-0.219109,L,N,A,F,330000
SW196JU,51.439827,-0.216491,L,N,A,F,485000
SW196LR,51.443537,-0.209727,L,N,B,F,343000
SW196PT,51.440714,-0.216255,L,N,A,F,425000
SW196RB,51.444819,-0.215966,F,N,A,T,362000
SW196RS,51.448806,-0.21735,L,N,A,F,388000
SW196TN,51.446856,-0.216275,L,N,A,F,445000
SW197BG,51.4256,-0.205264,L,N,A,F,780000
SW197EZ,51.429299,-0.20194,F,N,A,S,1665000
SW197HH,51.428662,-0.202023,F,N,A,D,2775000
SW197HS,51.434419,-0.203897,F,N,A,D,6700000
SW197JL,51.431868,-0.201167,F,N,A,S,1875000
SW197LP,51.430112,-0.199204,L,N,A,F,750000
SW197LP,51.430112,-0.199204,F,N,A,T,730000
SW197QG,51.424162,-0.204702,F,N,A,T,623750
SW197QY,51.423912,-0.214234,F,N,A,T,1400000
SW197QZ,51.426692,-0.206056,L,N,A,F,433500
SW198AN,51.433747,-0.198183,F,N,A,T,994700
SW198AX,51.438058,-0.202546,F,N,A,T,1230000
SW198AX,51.438058,-0.202546,F,N,A,T,950000
SW198AZ,51.438288,-0.201717,F,N,A,T,1141000
SW198BD,51.438638,-0.200451,F,N,A,T,880000
SW198BU,51.435951,-0.200604,F,N,A,T,1237500
SW198DX,51.438091,-0.197653,F,N,B,O,8000
SW198EF,51.438028,-0.197065,L,N,A,F,370000
SW198EQ,51.437506,-0.196428,F,N,A,T,1080000
SW198FP,51.428321,-0.189823,L,N,A,F,325000
SW198JQ,51.426934,-0.193129,F,N,A,S,575000
SW198JX,51.427214,-0.194959,F,N,A,T,720000
SW198LB,51.424459,-0.197685,L,N,A,F,327500
SW198LZ,51.425896,-0.191731,F,N,A,S,1600000
SW198PA,51.423531,-0.191724,F,N,A,T,767750
SW198PB,51.423812,-0.191861,F,N,A,T,950000
SW198QA,51.423032,-0.189155,F,N,A,S,1050000
SW198QE,51.421609,-0.19482,F,N,A,D,1114000
SW198QZ,51.423082,-0.19702,L,N,A,F,570000
SW198QZ,51.423082,-0.19702,L,N,A,F,486000
SW198RH,51.420719,-0.197761,L,N,B,F,500000
SW198RR,51.42045,-0.203097,L,N,A,F,610000
SW198RY,51.421035,-0.189104,L,N,A,F,450000
SW198TH,51.421267,-0.194776,F,N,A,T,767500
SW198TJ,51.421012,-0.194614,F,N,A,T,962250
SW1A2JR,51.501171,-0.125199,L,N,B,O,59175
SW1E5BJ,51.498818,-0.142383,L,N,A,F,3300000
SW1P1JU,51.494432,-0.136842,L,N,A,F,1215000
SW1P1PN,51.494993,-0.136502,L,N,A,F,705000
SW1P2BD,51.495205,-0.131163,L,N,A,F,700000
SW1P2DU,51.494987,-0.128766,L,N,A,F,1965000
SW1P2FE,51.494987,-0.128766,L,N,B,F,5000000
SW1P2LD,51.497615,-0.132865,L,N,A,F,688000
SW1P2LD,51.497615,-0.132865,L,N,B,O,760000
SW1P2QA,51.495584,-0.134508,F,N,B,O,585068
SW1P3BU,51.497294,-0.129651,F,N,B,O,2550000
SW1P3DR,51.495972,-0.128538,L,N,A,F,900000
SW1P3DR,51.495972,-0.128538,L,N,A,F,1100000
SW1P3HL,51.496035,-0.127974,L,N,A,F,1100000
SW1P3QH,51.496489,-0.128243,L,N,A,F,850000
SW1P3QH,51.496489,-0.128243,L,N,A,F,650000
SW1P4HL,51.492885,-0.130581,L,N,B,F,504250
SW1P4JH,51.492664,-0.12804,L,N,A,F,450000
SW1P4SA,51.494384,-0.128719,L,N,A,F,900000
SW1V1AA,51.4954,-0.141729,L,N,B,O,655000
SW1V1RR,51.493025,-0.145096,L,N,A,F,645000
SW1V2DB,51.490309,-0.140428,L,N,A,F,625000
SW1V2DN,51.489982,-0.140336,L,N,A,F,1100000
SW1V2NX,51.489083,-0.137506,L,N,A,T,755000
SW1V2SA,51.490137,-0.131399,F,N,B,O,80000000
SW1V3DZ,51.48863,-0.136747,L,N,A,F,755000
SW1V3HS,51.487397,-0.140081,L,N,A,F,570000
SW1V3JS,51.486091,-0.132011,L,N,A,F,2000000
SW1V3QN,51.488171,-0.134379,L,N,A,F,1250000
SW1V4AB,51.487907,-0.145606,F,N,B,T,2675000
SW1V4AL,51.487698,-0.145456,F,N,A,T,1820000
SW1V4BF,51.489598,-0.147774,L,N,B,O,966000
SW1V4DB,51.489088,-0.140661,L,N,A,F,415000
SW1V4HH,51.490176,-0.144592,L,N,B,O,730000
SW1V4JG,51.490481,-0.147418,L,N,A,F,575000
SW1V4JU,51.489,-0.145893,L,N,A,F,350000
SW1V4LR,51.489563,-0.14564,L,N,A,F,335000
SW1V4PR,51.491209,-0.145674,F,N,A,T,2250000
SW1V4QA,51.488964,-0.140795,L,N,B,F,577500
SW1V4QQ,51.490255,-0.144474,F,N,B,O,1660298
SW1W0AJ,51.497337,-0.144161,L,N,B,F,1589353
SW1W0NY,51.495373,-0.147421,L,N,A,F,1275000
SW1W0PB,51.495149,-0.147488,L,N,A,F,1500000
SW1W0PP,51.498632,-0.143111,L,N,A,F,1205000
SW1W0RB,51.497846,-0.144612,L,N,A,F,1377500
SW1W8DL,51.491674,-0.156905,L,N,B,F,275000
SW1W8HD,51.493608,-0.155848,L,N,A,F,1625000
SW1W8LA,51.493374,-0.155252,L,N,A,F,948200
SW1W8NP,51.49196,-0.156231,F,N,B,T,5400000
SW1W8QF,51.489425,-0.150615,F,N,B,O,7125000
SW1W8QL,51.486448,-0.148781,L,N,A,F,1104137
SW1W8QL,51.486448,-0.148781,L,N,A,F,1104137
SW1W8QN,51.487055,-0.149688,L,N,A,F,670000
SW1W8QN,51.487055,-0.149688,L,N,A,F,775000
SW1W8QN,51.487055,-0.149688,L,N,A,F,700000
SW1W8SH,51.490179,-0.149907,L,N,B,F,445000
SW1W8SN,51.490013,-0.149079,L,N,B,F,934000
SW1W8UP,51.49156,-0.152531,F,N,A,T,7020000
SW1W9EQ,51.493535,-0.151745,F,N,A,T,2450000
SW1W9HH,51.496024,-0.149354,F,N,B,T,9250000
SW1W9JB,51.493313,-0.153108,L,N,A,T,2035000
SW1W9NX,51.494198,-0.14986,F,N,A,T,4125000
SW1W9QL,51.492177,-0.150014,L,N,A,F,730000
SW1W9TB,51.49087,-0.149246,L,N,B,F,825000
SW1X0DF,51.495203,-0.16231,L,N,A,F,2500000
SW1X8AT,51.49635,-0.15349,L,N,A,F,4100000
SW1X8HN,51.497813,-0.155606,F,N,B,O,249183
SW1X8NE,51.496364,-0.156111,L,N,B,F,2400000
SW1X9LJ,51.500403,-0.160213,L,N,B,F,1150000
SW1Y4JY,51.506541,-0.136002,F,N,B,O,187500000
SW200AR,51.414631,-0.249992,F,N,B,O,11800000
SW200BD,51.410067,-0.237067,F,N,A,S,1050000
SW200DH,51.414369,-0.234883,F,N,A,S,1470000
SW200DL,51.414287,-0.239617,F,N,A,T,650000
SW200NX,51.418098,-0.238339,L,N,A,F,875000
SW200PR,51.413737,-0.238934,F,N,A,T,726399
SW200QL,51.411033,-0.233717,L,N,A,F,555000
SW200RL,51.415776,-0.248376,F,N,A,S,700000
SW200UN,51.407037,-0.239464,L,N,A,F,260000
SW208BD,51.408128,-0.227761,F,N,A,T,670000
SW208BD,51.408128,-0.227761,F,N,B,T,590000
SW208BG,51.408241,-0.22688,F,N,A,T,795000
SW208BH,51.408335,-0.225927,F,N,A,T,765000
SW208BL,51.408465,-0.225016,F,N,A,T,586000
SW208BQ,51.408243,-0.226405,F,N,A,T,712000
SW208BS,51.408606,-0.223645,F,N,A,S,850000
SW208BT,51.408771,-0.223264,F,N,A,T,725000
SW208DJ,,-0.2199,F,Y,A,T,935000
SW208DJ,,-0.2199,F,Y,A,T,950000
SW208DN,51.409558,-0.225952,F,N,B,O,825000
SW208DQ,51.407312,-0.220143,L,N,B,F,415000
SW208EH,51.408861,-0.221492,F,N,A,S,745000
SW208EZ,51.415911,-0.22444,F,N,A,T,905000
SW208JS,51.409125,-0.215213,F,N,B,O,300000
SW208LU,51.410334,-0.215496,F,N,A,T,675000
SW208PX,51.413539,-0.218712,L,N,A,F,500000
SW208QA,51.414405,-0.220055,L,N,A,F,340000
SW208QL,51.418074,-0.22893,F,N,A,T,950000
SW208SQ,51.411486,-0.220844,F,N,A,T,655000
SW208SS,51.41296,-0.217235,F,N,A,S,775000
SW208TS,51.413228,-0.230195,F,N,A,T,1177000
SW209AQ,51.404972,-0.206446,F,N,A,D,625000
SW209DB,51.400257,-0.217484,F,N,A,S,800000
SW209DG,51.405713,-0.229752,F,N,A,T,530000
SW209EE,51.399508,-0.225003,F,N,A,S,825000
SW209HE,51.401157,-0.225241,F,N,A,S,1080000
SW209HL,51.395433,-0.224313,L,N,A,F,325000
SW209LA,51.403386,-0.209225,F,N,A,T,900000
SW209LS,51.401797,-0.233642,F,N,A,S,785000
SW209NA,51.39712,-0.228833,L,N,A,F,322000
SW209NJ,51.392367,-0.224374,L,N,A,F,432600
SW21AA,51.454693,-0.119331,L,N,A,F,380000
SW21AU,51.459481,-0.110641,F,N,A,T,900000
SW21DH,51.456652,-0.1125,L,N,A,F,475000
SW21DJ,51.456307,-0.112874,F,N,A,T,850000
SW21DT,51.459269,-0.113068,L,N,A,F,540000
SW21HA,51.451086,-0.122617,L,N,A,F,325000
SW21HS,51.447055,-0.124725,F,N,B,D,1175000
SW21JX,51.460662,-0.114724,L,N,A,F,676000
SW21PF,51.457001,-0.10965,L,N,A,F,440000
SW22AJ,51.449452,-0.118856,F,N,A,T,850000
SW22BQ,51.452615,-0.11707,F,N,B,T,935000
SW22BQ,51.452615,-0.11707,L,N,A,F,645000
SW22DL,51.447724,-0.114868,F,N,A,T,800000
SW22DZ,51.446532,-0.114011,F,N,A,S,760000
SW22HR,51.45301,-0.113067,F,N,A,T,815000
SW22JS,51.452626,-0.116638,F,N,B,T,785000
SW22JY,51.454288,-0.115965,L,N,A,F,712500
SW22LD,51.453672,-0.115084,F,N,A,T,1100000
SW22LP,51.450508,-0.116308,L,N,A,F,680000
SW22QB,51.448228,-0.11266,L,N,A,F,505000
SW22ST,51.452784,-0.111871,L,N,B,O,520000
SW22SU,51.454741,-0.112823,L,N,A,F,725000
SW22TB,51.453777,-0.111568,L,N,A,F,675000
SW22YE,51.450412,-0.112037,L,N,A,F,450000
SW23AE,51.438482,-0.124544,F,N,A,T,730000
SW23AL,51.43718,-0.119087,L,N,A,F,445000
SW23BH,51.438253,-0.118136,L,N,A,F,522500
SW23BL,51.437328,-0.118709,L,N,B,F,250000
SW23BQ,51.438663,-0.121227,L,N,A,F,440000
SW23DH,51.440688,-0.109604,L,N,A,F,465000
SW23DN,51.439601,-0.1108,F,N,A,S,1646000
SW23LB,51.439276,-0.111259,L,N,A,F,530000
SW23QD,51.443583,-0.111772,L,N,A,F,438500
SW23QD,51.443583,-0.111772,L,N,A,F,450000
SW23RP,51.446461,-0.123022,F,N,A,T,950000
SW23TN,51.440947,-0.123464,L,N,A,F,430000
SW23TP,51.440326,-0.122353,F,N,A,S,975000
SW23TX,51.439413,-0.118103,F,N,A,D,975000
SW23UA,51.44538,-0.124017,L,N,A,F,410000
SW24DQ,51.452418,-0.128319,L,N,A,T,525000
SW24EX,51.445048,-0.129153,L,N,B,F,360000
SW24HD,51.442961,-0.127411,F,N,A,S,1900000
SW24HL,51.442471,-0.132741,L,N,A,F,549000
SW24JE,51.450793,-0.128501,F,N,A,T,1025000
SW24JN,51.449421,-0.128197,L,N,A,F,500000
SW24NJ,51.448645,-0.129697,L,N,A,F,310000
SW24QL,51.443335,-0.127151,L,N,A,F,540000
SW24QS,51.444755,-0.127654,L,N,A,F,207500
SW24RJ,51.44023,-0.126458,L,N,A,F,420000
SW24TA,51.442846,-0.122998,L,N,A,F,426700
SW24TX,51.439918,-0.125521,L,N,B,O,415000
SW24XJ,51.442325,-0.12584,F,N,A,S,1200000
SW24XW,51.441836,-0.135242,L,N,A,F,582000
SW25AE,51.458767,-0.123295,L,N,A,F,440000
SW25AF,51.458812,-0.119882,F,N,A,T,1250000
SW25AQ,51.458504,-0.123723,L,N,A,F,635000
SW25AQ,51.458504,-0.123723,L,N,A,F,685000
SW25AR,51.457533,-0.11979,L,N,A,F,449950
SW25AS,51.45784,-0.120958,L,N,A,F,515000
SW25BB,51.455582,-0.124275,L,N,A,F,487500
SW25BJ,51.455833,-0.121415,L,N,A,F,592000
SW25BJ,51.455833,-0.121415,L,N,A,F,726000
SW25BJ,51.455833,-0.121415,L,N,A,F,740000
SW25DS,51.456754,-0.127869,L,N,A,F,699950
SW25EF,51.455963,-0.127311,F,N,A,T,1080000
SW25ET,51.453985,-0.121159,L,N,A,F,358000
SW25JA,51.457725,-0.125036,L,N,A,F,500000
SW25JP,51.459059,-0.124679,L,N,B,F,335000
SW25LT,51.450256,-0.124162,L,N,A,F,490000
SW25PY,51.453497,-0.126634,L,N,A,F,490905
SW25QP,51.460176,-0.123669,L,N,A,F,640000
SW25QS,51.461328,-0.123694,L,N,A,F,565000
SW25RP,51.459239,-0.119605,F,N,A,T,976500
SW25SG,51.461102,-0.117499,L,N,A,F,390000
SW25SP,51.460313,-0.120439,L,N,A,F,547500
SW25TX,51.459547,-0.126473,L,N,A,F,375000
SW25UT,51.459816,-0.125325,F,N,B,O,450000
SW31AW,51.500665,-0.161398,L,N,A,F,1965000
SW31ET,51.499879,-0.164066,L,N,A,F,325000
SW31HW,51.498165,-0.167079,L,N,B,O,145000
SW32BS,51.496475,-0.16779,L,N,B,F,1230000
SW32JH,51.49613,-0.164131,L,N,A,F,2900000
SW32SB,51.492373,-0.161343,L,N,A,F,1055000
SW33BQ,51.492339,-0.164931,L,N,A,F,1000000
SW33BU,51.491668,-0.163446,L,N,A,F,2400000
SW33EJ,51.49236,-0.167437,L,N,A,F,280000
SW33HF,51.491539,-0.165511,L,N,B,F,1260000
SW33JY,51.49057,-0.165089,F,N,A,T,2750000
SW33JY,51.49057,-0.165089,F,N,A,T,6060000
SW33TQ,51.489594,-0.165963,F,N,B,T,3750000
SW34DR,51.4871,-0.162275,L,N,A,F,970000
SW34EU,51.487084,-0.160706,L,N,A,F,1695000
SW34HH,51.485232,-0.163042,L,N,A,F,2350000
SW34JA,51.485541,-0.160844,L,N,A,F,1600000
SW34QF,51.489326,-0.161998,F,N,A,T,4350000
SW34XD,51.490141,-0.164083,F,N,A,T,3050000
SW35AF,51.48326,-0.174945,L,N,A,F,1000000
SW35JB,51.485896,-0.169842,F,N,B,O,6500000
SW35JB,51.485896,-0.169842,F,N,B,O,6500000
SW35JP,51.484639,-0.171006,F,N,A,T,2750000
SW35NT,51.485608,-0.168629,L,N,A,F,300000
SW35PN,51.486494,-0.167802,L,N,A,F,1325000
SW35RT,51.487229,-0.167052,L,N,B,F,300000
SW36SH,51.492179,-0.170815,L,N,A,F,1210000
SW40AA,51.461791,-0.148335,F,N,A,T,6188000
SW40AB,51.461621,-0.149493,L,N,B,F,607000
SW40DB,51.463847,-0.138969,L,N,A,F,320000
SW40DB,51.463847,-0.138969,F,N,A,T,1925000
SW40DQ,51.465092,-0.13929,L,N,A,F,445000
SW40HN,51.465681,-0.141814,L,N,A,F,765000
SW40JT,51.4654,-0.141051,L,N,A,F,675000
SW40JT,51.4654,-0.141051,L,N,A,F,665000
SW40LP,51.466124,-0.144243,F,N,A,S,1000000
SW40LP,51.466124,-0.144243,F,N,A,T,1475000
SW40LZ,51.465864,-0.146572,L,N,A,F,625000
SW40NP,51.464061,-0.146861,F,N,A,T,3011000
SW40PF,51.465534,-0.149047,L,N,A,F,690000
SW40QA,51.463926,-0.149155,L,N,A,F,505000
SW40QD,51.462202,-0.148721,F,N,A,T,2200000
SW40RQ,51.462511,-0.144321,F,N,B,T,5400000
SW46DA,51.465397,-0.132439,L,N,A,F,475000
SW46DZ,51.466394,-0.136904,F,N,A,T,1350000
SW46EB,51.465148,-0.136034,F,N,A,T,920000
SW46HA,51.466405,-0.13532,L,N,A,F,600000
SW46LD,51.468265,-0.139189,L,N,A,T,830000
SW46LU,51.4665,-0.131688,L,N,A,F,690000
SW46QE,51.471981,-0.128584,L,N,A,F,231500
SW46RD,51.471098,-0.130708,L,N,A,F,450000
SW47AE,51.460633,-0.138794,L,N,A,F,400000
SW47DJ,51.458992,-0.131174,L,N,A,F,575000
SW47QH,51.462492,-0.125071,L,N,A,F,600000
SW47QN,51.461336,-0.12031,F,N,A,T,575000
SW48DQ,51.450145,-0.133507,L,N,A,F,500000
SW48JR,51.451316,-0.135892,L,N,A,F,500000
SW49AH,51.452503,-0.151229,L,N,A,F,670000
SW49DA,51.457073,-0.142826,L,N,A,F,377500
SW49HQ,51.454024,-0.14282,F,N,A,T,1600000
SW49HX,51.454957,-0.142667,L,N,A,F,462500
SW49HY,51.454597,-0.140925,L,N,A,F,875000
SW49JH,51.458436,-0.134597,L,N,A,F,599950
SW49JJ,51.457511,-0.13587,F,N,A,S,1350000
SW49JP,51.455219,-0.141605,L,N,A,F,396500
SW49LA,51.453531,-0.141199,L,N,A,F,755000
SW49LA,51.453531,-0.141199,L,N,A,F,675000
SW49LP,51.458063,-0.134408,F,N,A,T,1320000
SW49LT,51.456403,-0.135166,L,N,A,F,490000
SW49NG,51.454166,-0.139863,L,N,A,F,500000
SW49PX,51.457363,-0.133328,F,N,A,S,1750000
SW50BL,51.491096,-0.185047,L,N,A,F,4500000
SW50NF,51.493928,-0.186736,L,N,A,F,1250000
SW50NQ,51.493448,-0.18651,L,N,A,F,1050000
SW59AH,51.489845,-0.190167,L,N,A,F,810000
SW59BY,51.490204,-0.193625,L,N,A,F,765000
SW59DY,51.490265,-0.197612,L,N,A,T,800000
SW59DY,51.490265,-0.197612,L,N,A,F,755000
SW59ET,51.490588,-0.198133,L,N,A,F,2150000
SW59HY,51.489019,-0.192029,L,N,A,F,650000
SW59JS,51.48825,-0.195819,L,N,A,F,625000
SW59JS,51.48825,-0.195819,L,N,A,F,620000
SW59SG,51.492339,-0.199144,L,N,B,F,575000
SW59SX,51.490499,-0.194597,L,N,A,F,500000
SW61EJ,51.479478,-0.19726,L,N,A,F,495000
SW61HJ,51.479913,-0.190474,L,N,A,F,975000
SW61JD,51.482553,-0.198997,L,N,A,F,665000
SW61JP,51.482841,-0.199633,F,N,A,T,1300000
SW61LG,51.4845,-0.198157,L,N,A,F,630000
SW61QD,51.483532,-0.195991,L,N,B,F,875000
SW61QP,51.482427,-0.197849,L,N,A,F,950000
SW61QP,51.482427,-0.197849,L,N,A,F,420000
SW61SY,51.484381,-0.192746,L,N,A,F,557500
SW62AH,51.475714,-0.19172,F,N,A,T,1910000
SW62AL,51.47494,-0.191636,L,N,A,F,349000
SW62AP,51.474725,-0.190521,L,N,A,F,852000
SW62EE,51.478462,-0.187392,F,N,A,T,1970000
SW62FS,51.475247,-0.18415,L,N,B,F,1185000
SW62JR,51.479816,-0.192283,L,N,A,F,755000
SW62LE,51.472003,-0.188973,L,N,A,F,675000
SW62LH,51.471786,-0.187758,L,N,A,F,815000
SW62NT,51.471094,-0.190679,L,N,B,F,515000
SW62PG,51.469534,-0.188048,L,N,A,F,710000
SW62PQ,51.470081,-0.187364,F,N,A,T,1500000
SW62PR,51.472369,-0.187072,L,N,A,F,750000
SW62PT,51.47182,-0.182947,L,N,B,F,1700000
SW62QP,51.472724,-0.185561,L,N,A,F,732500
SW62QP,51.472724,-0.185561,F,N,B,O,13000
SW62RB,51.470995,-0.185989,F,N,A,T,585000
SW62RR,51.467767,-0.187758,L,N,A,F,530000
SW62SF,51.469223,-0.187125,L,N,A,F,865000
SW62TN,51.472908,-0.181809,L,N,A,F,1030000
SW62TU,51.469485,-0.190685,L,N,A,F,750000
SW63BJ,51.465633,-0.196942,L,N,A,F,380000
SW63BL,51.472424,-0.199861,F,N,B,O,825000
SW63DL,51.468835,-0.19814,L,N,A,F,475000
SW63DN,51.468374,-0.19859,L,N,A,F,527500
SW63EN,51.467885,-0.1919,F,N,A,T,1200000
SW63LY,51.470903,-0.205128,L,N,A,F,740000
SW64AF,51.47402,-0.197893,F,N,A,T,2250000
SW64BP,51.47473,-0.196713,F,N,A,T,2050000
SW64BT,51.473888,-0.197509,F,N,A,T,3500000
SW64HH,51.47655,-0.199756,L,N,A,F,530000
SW64NE,51.470596,-0.208035,L,N,A,F,457500
SW64PH,51.479248,-0.195128,L,N,A,F,700000
SW64PZ,51.478162,-0.193596,L,N,A,F,190000
SW64PZ,51.478162,-0.193596,L,N,A,F,585000
SW64SE,51.476408,-0.192355,L,N,B,F,790000
SW64XD,51.472728,-0.198059,L,N,A,F,790000
SW65AA,51.476777,-0.206372,L,N,A,F,540000
SW65AX,51.475982,-0.20683,F,N,A,T,2210000
SW65BQ,51.479721,-0.20196,F,N,A,T,1400000
SW65BQ,51.479721,-0.20196,F,N,A,T,1150000
SW65DH,51.477689,-0.204344,L,N,A,F,765000
SW65DH,51.477689,-0.204344,L,N,A,F,495000
SW65DH,51.477689,-0.204344,F,N,A,T,1725000
SW65ED,51.475256,-0.210458,F,N,A,T,792500
SW65ED,51.475256,-0.210458,F,N,A,T,975000
SW65LT,51.474857,-0.211977,L,N,A,F,635000
SW65NA,51.473175,-0.210857,L,N,A,F,1100000
SW65NJ,51.47976,-0.199155,L,N,B,O,37000
SW65RD,51.475439,-0.208334,F,N,A,T,1410678
SW66AB,51.479529,-0.214727,L,N,A,F,650000
SW66AQ,51.480179,-0.213736,F,N,A,T,1345000
SW66AQ,51.480179,-0.213736,F,N,A,T,1115000
SW66BZ,51.478315,-0.211188,L,N,A,F,890000
SW66JS,51.480245,-0.219797,L,N,B,O,965000
