Pcd,Lat,Long,Duration,num_Dur,Old_Or_New,num_Old,Prd_Category_Type,num_Prd,Property_Type,num_Pro,dis_station,station_dis,station_Lat,station_Lng,dis_airport,air_dis,air_Lat,air_Lng,Price
N89BG,51.583363,-0.116653,L,1,N,2,A,1,F,1,4.975,1,51.5419359,-0.143849,26.808,0,51.4654953,-0.454687267,417500
N89BN,51.580801,-0.117478,L,1,N,2,A,1,F,1,4.69,1,51.5419359,-0.143849,26.621,0,51.4654953,-0.454687267,730000
N89EG,51.573959,-0.122003,L,1,N,2,A,1,F,1,3.868,1,51.5419359,-0.143849,25.987,0,51.4654953,-0.454687267,950000
N89HN,51.579321,-0.118261,L,1,N,2,A,1,T,1.5,4.518,1,51.5419359,-0.143849,26.495,0,51.4654953,-0.454687267,490000
N89HN,51.579321,-0.118261,F,2,N,2,A,1,T,1.5,4.518,1,51.5419359,-0.143849,26.495,0,51.4654953,-0.454687267,1375000
N89JH,51.578338,-0.123122,F,2,N,2,A,1,T,1.5,4.294,1,51.5419359,-0.143849,26.147,0,51.4654953,-0.454687267,1100000
N89JX,51.58093,-0.11521,L,1,N,2,A,1,F,1,4.767,1,51.5419359,-0.143849,26.765,0,51.4654953,-0.454687267,775000
N89NA,51.584085,-0.11421,F,2,N,2,A,1,T,1.5,5.115,1,51.5419359,-0.143849,26.995,0,51.4654953,-0.454687267,1205000
N89QL,51.576658,-0.124374,L,1,N,2,A,1,F,1,4.089,1,51.5419359,-0.143849,25.982,0,51.4654953,-0.454687267,645000
N89QQ,51.57429,-0.126434,L,1,N,2,A,1,F,1,3.794,1,51.5419359,-0.143849,25.733,0,51.4654953,-0.454687267,460000
N89QY,51.574714,-0.124053,L,1,N,2,B,2.5,F,1,3.893,1,51.5419359,-0.143849,25.9,0,51.4654953,-0.454687267,540000
N90JE,51.626198,-0.051002,F,2,N,2,B,2.5,T,1.5,11.355,1,51.5419359,-0.143849,33.145,0,51.4654953,-0.454687267,396000
N90LD,51.626417,-0.04793,F,2,N,2,B,2.5,S,1.5,11.496,1,51.5419359,-0.143849,33.337,0,51.4654953,-0.454687267,415000
N90LD,51.626417,-0.04793,F,2,N,2,A,1,S,1.5,11.496,1,51.5419359,-0.143849,33.337,0,51.4654953,-0.454687267,400000
N90LE,51.625697,-0.048409,F,2,N,2,A,1,S,1.5,11.412,1,51.5419359,-0.143849,33.266,0,51.4654953,-0.454687267,429000
N90LL,51.625239,-0.049527,F,2,N,2,A,1,S,1.5,11.326,1,51.5419359,-0.143849,33.174,0,51.4654953,-0.454687267,415000
N97BE,51.630382,-0.062513,F,2,N,2,A,1,T,1.5,11.327,1,51.5419359,-0.143849,32.734,0,51.4654953,-0.454687267,377000
N97JG,51.631409,-0.058307,F,2,N,2,A,1,T,1.5,11.572,1,51.5419359,-0.143849,33.039,0,51.4654953,-0.454687267,380000
N97JR,51.631582,-0.062245,F,2,N,2,B,2.5,T,1.5,11.452,1,51.5419359,-0.143849,32.824,0,51.4654953,-0.454687267,365000
N97PY,51.634022,-0.064597,L,1,N,2,B,2.5,F,1,11.611,1,51.5419359,-0.143849,32.843,0,51.4654953,-0.454687267,203000
N97QT,51.63255,-0.056033,F,2,N,2,A,1,T,1.5,11.761,1,51.5419359,-0.143849,33.24,0,51.4654953,-0.454687267,360000
N98HA,51.637245,-0.041497,F,2,N,2,B,2.5,T,1.5,12.74,1,51.5419359,-0.143849,33.482,0,51.885,0.235,450000
N98JG,51.629717,-0.052253,F,2,N,2,B,2.5,T,1.5,11.633,1,51.5419359,-0.143849,33.284,0,51.4654953,-0.454687267,374000
N98JP,51.62981,-0.05079,F,2,N,2,B,2.5,T,1.5,11.697,1,51.5419359,-0.143849,33.374,0,51.4654953,-0.454687267,385000
N98NN,51.63159,-0.04804,F,2,N,2,B,2.5,S,1.5,11.967,1,51.5419359,-0.143849,33.641,0,51.4654953,-0.454687267,405000
N98PP,51.629933,-0.044152,F,2,N,2,A,1,T,1.5,11.966,1,51.5419359,-0.143849,33.767,0,51.4654953,-0.454687267,330000
N98RL,51.631576,-0.05265,F,2,N,2,A,1,T,1.5,11.792,1,51.5419359,-0.143849,33.374,0,51.4654953,-0.454687267,345000
N98RP,51.631237,-0.047897,F,2,N,2,A,1,T,1.5,11.939,1,51.5419359,-0.143849,33.628,0,51.4654953,-0.454687267,373000
N98UH,51.63017,-0.042177,L,1,N,2,A,1,F,1,12.067,1,51.5419359,-0.143849,33.896,0,51.4654953,-0.454687267,150000
N99AG,51.629838,-0.071003,F,2,N,2,A,1,T,1.5,10.994,1,51.5419359,-0.143849,32.215,0,51.4654953,-0.454687267,350000
N99AT,51.625276,-0.065909,L,1,N,2,A,1,F,1,10.718,1,51.5419359,-0.143849,32.225,0,51.4654953,-0.454687267,258000
N99BA,51.622885,-0.065996,L,1,N,2,A,1,F,1,10.486,1,51.5419359,-0.143849,32.075,0,51.4654953,-0.454687267,300000
N99BS,51.621178,-0.078102,F,2,N,2,A,1,S,1.5,9.913,1,51.5419359,-0.143849,31.271,0,51.4654953,-0.454687267,395000
N99DF,51.631154,-0.064662,F,2,N,2,B,2.5,T,1.5,11.329,1,51.5419359,-0.143849,32.659,0,51.4654953,-0.454687267,395000
N99EP,51.632108,-0.067395,F,2,N,2,B,2.5,T,1.5,11.333,1,51.5419359,-0.143849,32.564,0,51.4654953,-0.454687267,385000
N99EY,51.628838,-0.064356,F,2,N,2,A,1,T,1.5,11.115,1,51.5419359,-0.143849,32.533,0,51.4654953,-0.454687267,362000
N99EY,51.628838,-0.064356,F,2,N,2,B,2.5,T,1.5,11.115,1,51.5419359,-0.143849,32.533,0,51.4654953,-0.454687267,385000
N99HP,51.630426,-0.079994,F,2,N,2,A,1,T,1.5,10.783,1,51.5419359,-0.143849,31.743,0,51.4654953,-0.454687267,485000
N99HU,51.634907,-0.080181,F,2,N,2,A,1,T,1.5,11.235,1,51.5419359,-0.143849,32.022,0,51.4654953,-0.454687267,585000
N99JJ,51.634103,-0.07114,L,1,N,2,A,1,F,1,11.413,1,51.5419359,-0.143849,32.478,0,51.4654953,-0.454687267,180000
N99NJ,51.621129,-0.070217,F,2,N,2,B,2.5,S,1.5,10.17,1,51.5419359,-0.143849,31.724,0,51.4654953,-0.454687267,475000
N99PJ,51.628969,-0.068439,F,2,N,2,A,1,S,1.5,10.991,1,51.5419359,-0.143849,32.307,0,51.4654953,-0.454687267,471500
N99QE,51.627903,-0.068195,L,1,N,2,A,1,F,1,10.895,1,51.5419359,-0.143849,32.255,0,51.4654953,-0.454687267,234000
N99SH,51.631361,-0.078871,L,1,N,2,A,1,F,1,10.91,1,51.5419359,-0.143849,31.866,0,51.4654953,-0.454687267,238000
N99UP,51.623122,-0.081516,F,2,N,2,A,1,T,1.5,10.002,1,51.5419359,-0.143849,31.195,0,51.4654953,-0.454687267,425000
N99XB,51.629608,-0.069019,L,1,N,2,A,1,F,1,11.035,1,51.5419359,-0.143849,32.314,0,51.4654953,-0.454687267,175000
N99YY,51.624322,-0.063681,L,1,N,2,B,2.5,F,1,10.705,1,51.5419359,-0.143849,32.296,0,51.4654953,-0.454687267,270000
NW100AS,51.561004,-0.258642,F,2,N,2,B,2.5,S,1.5,7.654,1,?51.5154,-0.175743,17.229,1,51.4654953,-0.454687267,414500
NW100BG,51.561766,-0.260921,F,2,N,2,B,2.5,T,1.5,7.829,1,?51.5154,-0.175743,17.158,1,51.4654953,-0.454687267,390000
NW100NU,51.552272,-0.26349,F,2,N,2,B,2.5,T,1.5,7.324,1,?51.5154,-0.175743,16.377,1,51.4654953,-0.454687267,450000
NW100ST,51.544304,-0.266461,F,2,N,2,B,2.5,S,1.5,7.051,1,?51.5154,-0.175743,15.701,1,51.4654953,-0.454687267,435000
NW100TY,51.55184,-0.265252,L,1,N,2,B,2.5,F,1,7.399,1,?51.5154,-0.175743,16.25,1,51.4654953,-0.454687267,345000
NW100TY,51.55184,-0.265252,L,1,N,2,B,2.5,F,1,7.399,1,?51.5154,-0.175743,16.25,1,51.4654953,-0.454687267,335000
NW100UX,51.556309,-0.262831,F,2,N,2,B,2.5,O,7,7.548,1,?51.5154,-0.175743,16.681,1,51.4654953,-0.454687267,20000000
NW101EE,51.552688,-0.240698,F,2,N,2,A,1,T,1.5,6.114,1,?51.5154,-0.175743,17.701,1,51.4654953,-0.454687267,760000
NW101HU,51.554192,-0.230081,F,2,N,2,A,1,S,1.5,5.721,1,?51.5154,-0.175743,18.409,1,51.4654953,-0.454687267,850000
NW101JH,51.555394,-0.238271,F,2,N,2,A,1,T,1.5,6.203,1,?51.5154,-0.175743,18.007,1,51.4654953,-0.454687267,850000
NW101JT,51.552939,-0.232236,F,2,N,2,A,1,S,1.5,5.718,1,?51.5154,-0.175743,18.209,1,51.4654953,-0.454687267,1081000
NW101PT,51.556144,-0.247475,L,1,N,2,A,1,F,1,6.719,1,?51.5154,-0.175743,17.528,1,51.4654953,-0.454687267,178500
NW101SB,51.556847,-0.247592,L,1,N,2,B,2.5,F,1,6.778,1,?51.5154,-0.175743,17.566,1,51.4654953,-0.454687267,315000
NW102BL,51.544735,-0.232472,L,1,N,2,A,1,F,1,5.103,1,?51.5154,-0.175743,17.725,1,51.4654953,-0.454687267,570000
NW102BN,51.544502,-0.233298,L,1,N,2,A,1,F,1,5.131,1,?51.5154,-0.175743,17.663,1,51.4654953,-0.454687267,484260
NW102BX,51.54574,-0.23015,L,1,N,2,A,1,F,1,5.054,1,?51.5154,-0.175743,17.92,1,51.4654953,-0.454687267,475000
NW102PJ,51.547412,-0.233113,L,1,N,2,B,2.5,O,7,5.331,1,?51.5154,-0.175743,17.836,1,51.4654953,-0.454687267,1000
NW102SJ,51.54702,-0.232119,F,2,N,2,B,2.5,O,7,5.251,1,?51.5154,-0.175743,17.874,1,51.4654953,-0.454687267,2280000
NW103HA,51.535545,-0.218996,F,2,N,2,A,1,D,2,3.738,1,?51.5154,-0.175743,18.079,1,51.4654953,-0.454687267,1175000
NW103JH,51.531873,-0.217639,F,2,N,2,B,2.5,O,7,3.429,1,?51.5154,-0.175743,17.993,1,51.4654953,-0.454687267,1550000
NW103JL,51.532965,-0.218462,L,1,N,2,B,2.5,F,1,3.543,1,?51.5154,-0.175743,17.991,1,51.4654953,-0.454687267,600000
NW103JR,51.535905,-0.220827,L,1,N,2,A,1,T,1.5,3.864,1,?51.5154,-0.175743,17.982,1,51.4654953,-0.454687267,672000
NW103PL,51.537751,-0.224504,F,2,N,2,A,1,S,1.5,4.19,1,?51.5154,-0.175743,17.844,1,51.4654953,-0.454687267,1400000
NW103PU,51.536856,-0.225433,F,2,N,2,A,1,T,1.5,4.184,1,?51.5154,-0.175743,17.742,1,51.4654953,-0.454687267,1230000
NW103QA,51.536576,-0.222949,F,2,N,2,A,1,T,1.5,4.026,1,?51.5154,-0.175743,17.882,1,51.4654953,-0.454687267,955000
NW103SD,51.543738,-0.235145,F,2,N,2,A,1,S,1.5,5.178,1,?51.5154,-0.175743,17.51,1,51.4654953,-0.454687267,1050000
NW104AL,51.540574,-0.251462,L,1,N,2,A,1,F,1,5.939,1,?51.5154,-0.175743,16.357,1,51.4654953,-0.454687267,415000
NW104BZ,51.541302,-0.24418,L,1,N,2,B,2.5,F,1,5.542,1,?51.5154,-0.175743,16.833,1,51.4654953,-0.454687267,340000
NW104ED,51.539861,-0.247624,L,1,N,2,A,1,F,1,5.668,1,?51.5154,-0.175743,16.547,1,51.4654953,-0.454687267,480000
NW104HA,51.539702,-0.246059,L,1,N,2,B,2.5,F,1,5.565,1,?51.5154,-0.175743,16.632,1,51.4654953,-0.454687267,410000
NW104HA,51.539702,-0.246059,L,1,N,2,B,2.5,F,1,5.565,1,?51.5154,-0.175743,16.632,1,51.4654953,-0.454687267,410000
NW104HA,51.539702,-0.246059,F,2,N,2,B,2.5,O,7,5.565,1,?51.5154,-0.175743,16.632,1,51.4654953,-0.454687267,15000
NW104HJ,51.53845,-0.243511,L,1,N,2,B,2.5,F,1,5.343,1,?51.5154,-0.175743,16.717,1,51.4654953,-0.454687267,405000
NW104JR,51.538971,-0.249461,L,1,N,2,B,2.5,F,1,5.734,1,?51.5154,-0.175743,16.387,1,51.4654953,-0.454687267,190000
NW104PL,51.5353,-0.240907,F,2,N,2,A,1,T,1.5,5.022,1,?51.5154,-0.175743,16.71,1,51.4654953,-0.454687267,325000
NW104RG,51.533725,-0.243794,L,1,N,2,A,1,F,1,5.13,1,?51.5154,-0.175743,16.452,1,51.4654953,-0.454687267,445000
NW104RX,51.534694,-0.246093,F,2,N,2,A,1,T,1.5,5.319,1,?51.5154,-0.175743,16.361,1,51.4654953,-0.454687267,815000
NW104UT,51.534287,-0.246526,F,2,N,2,A,1,T,1.5,5.328,1,?51.5154,-0.175743,16.314,1,51.4654953,-0.454687267,695000
NW105AB,51.534121,-0.229505,L,1,N,2,A,1,F,1,4.262,1,?51.5154,-0.175743,17.355,1,51.4654953,-0.454687267,533000
NW105AE,51.534463,-0.228338,F,2,N,2,B,2.5,O,7,4.211,1,?51.5154,-0.175743,17.444,1,51.4654953,-0.454687267,92400
NW105AH,51.534828,-0.231034,L,1,N,2,A,1,F,1,4.393,1,?51.5154,-0.175743,17.295,1,51.4654953,-0.454687267,483000
NW105BG,51.531032,-0.230965,L,1,N,2,A,1,F,1,4.197,1,?51.5154,-0.175743,17.116,1,51.4654953,-0.454687267,380000
NW105BH,51.530398,-0.221734,F,2,N,2,A,1,T,1.5,3.592,1,?51.5154,-0.175743,17.667,1,51.4654953,-0.454687267,1150000
NW105DX,51.529473,-0.219434,F,2,N,2,B,2.5,T,1.5,3.404,1,?51.5154,-0.175743,17.771,1,51.4654953,-0.454687267,1680000
NW105JE,51.534457,-0.221359,F,2,N,2,B,2.5,S,1.5,3.801,1,?51.5154,-0.175743,17.879,1,51.4654953,-0.454687267,1165000
NW105NP,51.531913,-0.230354,L,1,N,2,A,1,F,1,4.201,1,?51.5154,-0.175743,17.196,1,51.4654953,-0.454687267,615000
NW105NR,51.53162,-0.22988,L,1,N,2,A,1,F,1,4.157,1,?51.5154,-0.175743,17.211,1,51.4654953,-0.454687267,495000
NW105PP,51.530549,-0.226356,F,2,N,2,A,1,T,1.5,3.886,1,?51.5154,-0.175743,17.382,1,51.4654953,-0.454687267,915000
NW105PX,51.531619,-0.226934,F,2,N,2,A,1,T,1.5,3.974,1,?51.5154,-0.175743,17.396,1,51.4654953,-0.454687267,1040000
NW105QT,51.532093,-0.219649,F,2,N,2,A,1,T,1.5,3.56,1,?51.5154,-0.175743,17.876,1,51.4654953,-0.454687267,1125000
NW105TX,51.536685,-0.237927,L,1,N,2,A,1,F,1,4.91,1,?51.5154,-0.175743,16.964,1,51.4654953,-0.454687267,650000
NW105XU,51.535823,-0.240426,L,1,N,2,A,1,F,1,5.018,1,?51.5154,-0.175743,16.766,1,51.4654953,-0.454687267,520000
NW105XY,51.536026,-0.239538,F,2,N,2,A,1,T,1.5,4.974,1,?51.5154,-0.175743,16.831,1,51.4654953,-0.454687267,1025000
NW106BA,51.531008,-0.233576,F,2,N,2,B,2.5,S,1.5,4.361,1,?51.5154,-0.175743,16.951,1,51.4654953,-0.454687267,725000
NW106BA,51.531008,-0.233576,F,2,N,2,B,2.5,S,1.5,4.361,1,?51.5154,-0.175743,16.951,1,51.4654953,-0.454687267,683000
NW106TU,51.530721,-0.249186,F,2,N,2,A,1,T,1.5,5.359,1,?51.5154,-0.175743,15.968,1,51.4654953,-0.454687267,560000
NW106TX,51.530949,-0.249423,F,2,N,2,B,2.5,T,1.5,5.383,1,?51.5154,-0.175743,15.965,1,51.4654953,-0.454687267,521150
NW107DG,51.534725,-0.28097,F,2,N,2,B,2.5,O,7,7.59,1,?51.5154,-0.175743,14.278,1,51.4654953,-0.454687267,10800000
NW107DG,51.534725,-0.28097,F,2,N,2,B,2.5,S,1.5,7.59,1,?51.5154,-0.175743,14.278,1,51.4654953,-0.454687267,520000
NW107DS,51.533609,-0.286419,F,2,N,2,A,1,S,1.5,7.92,1,?51.5154,-0.175743,13.894,1,51.4654953,-0.454687267,625050
NW107DU,51.533085,-0.287491,F,2,N,2,B,2.5,S,1.5,7.977,1,?51.5154,-0.175743,13.8,1,51.4654953,-0.454687267,671000
NW107EE,51.534132,-0.289009,F,2,N,2,A,1,T,1.5,8.108,1,?51.5154,-0.175743,13.776,1,51.4654953,-0.454687267,465000
NW107EF,51.534223,-0.281119,L,1,N,2,A,1,T,1.5,7.585,1,?51.5154,-0.175743,14.239,1,51.4654953,-0.454687267,435000
NW107EN,51.533764,-0.279824,F,2,N,2,A,1,S,1.5,7.485,1,?51.5154,-0.175743,14.288,1,51.4654953,-0.454687267,570000
NW107GE,51.531281,-0.286492,L,1,N,2,A,1,F,1,7.863,1,?51.5154,-0.175743,13.75,1,51.4654953,-0.454687267,485000
NW107HP,51.534071,-0.281744,L,1,N,2,B,2.5,T,1.5,7.622,1,?51.5154,-0.175743,14.194,1,51.4654953,-0.454687267,350000
NW107RG,51.5337,-0.277318,F,2,N,2,B,2.5,O,7,7.316,1,?51.5154,-0.175743,14.431,1,51.4654953,-0.454687267,820000
NW107RT,51.529672,-0.277865,F,2,N,2,B,2.5,O,7,7.241,1,?51.5154,-0.175743,14.169,1,51.4654953,-0.454687267,1000000
NW107ST,51.536199,-0.282183,F,2,N,2,B,2.5,O,7,7.718,1,?51.5154,-0.175743,14.296,1,51.4654953,-0.454687267,4940000
NW107ST,51.536199,-0.282183,F,2,N,2,B,2.5,O,7,7.718,1,?51.5154,-0.175743,14.296,1,51.4654953,-0.454687267,6250000
NW108AL,51.535758,-0.252872,L,1,N,2,B,2.5,F,1,5.796,1,?51.5154,-0.175743,16.006,1,51.4654953,-0.454687267,430000
NW108HH,51.543682,-0.263327,L,1,N,2,B,2.5,F,1,6.826,1,?51.5154,-0.175743,15.843,1,51.4654953,-0.454687267,340000
NW108HY,51.545192,-0.261452,L,1,N,2,B,2.5,F,1,6.792,1,?51.5154,-0.175743,16.044,1,51.4654953,-0.454687267,365000
NW108QE,51.540854,-0.253946,F,2,N,2,B,2.5,O,7,6.106,1,?51.5154,-0.175743,16.226,1,51.4654953,-0.454687267,1600000
NW108QY,51.544404,-0.256204,F,2,N,2,A,1,T,1.5,6.433,1,?51.5154,-0.175743,16.301,1,51.4654953,-0.454687267,470000
NW108SG,51.538841,-0.250855,L,1,N,2,B,2.5,O,7,5.813,1,?51.5154,-0.175743,16.296,1,51.4654953,-0.454687267,5000
NW109AB,51.537394,-0.250911,F,2,N,2,B,2.5,D,2,5.747,1,?51.5154,-0.175743,16.213,1,51.4654953,-0.454687267,700000
NW109AZ,51.542586,-0.255538,L,1,N,2,A,1,F,1,6.293,1,?51.5154,-0.175743,16.232,1,51.4654953,-0.454687267,430000
NW109DJ,51.544931,-0.254799,F,2,N,2,B,2.5,T,1.5,6.379,1,?51.5154,-0.175743,16.414,1,51.4654953,-0.454687267,380000
NW109TB,51.546869,-0.246648,F,2,N,2,B,2.5,T,1.5,6.025,1,?51.5154,-0.175743,17.006,1,51.4654953,-0.454687267,500000
NW109UL,51.544157,-0.245714,F,2,N,2,A,1,T,1.5,5.801,1,?51.5154,-0.175743,16.903,1,51.4654953,-0.454687267,685000
NW109UT,51.543942,-0.248131,L,1,N,2,A,1,F,1,5.929,1,?51.5154,-0.175743,16.747,1,51.4654953,-0.454687267,346000
NW10BS,51.536555,-0.138669,L,1,N,2,A,1,F,1,0.697,1,51.5419359,-0.143849,23.258,0,51.4654953,-0.454687267,490000
NW10DJ,51.538105,-0.136039,L,1,N,2,A,1,F,1,0.688,1,51.5419359,-0.143849,23.487,0,51.4654953,-0.454687267,530000
NW10LE,51.53647,-0.136149,L,1,N,2,A,1,F,1,0.808,1,51.5419359,-0.143849,23.419,0,51.4654953,-0.454687267,780000
NW10XA,51.539822,-0.133172,F,2,N,2,B,2.5,O,7,0.775,1,51.5419359,-0.143849,23.739,0,51.4654953,-0.454687267,3900
NW110AS,51.588034,-0.201732,F,2,N,2,B,2.5,S,1.5,6.502,1,51.5419359,-0.143849,22.179,0,51.4654953,-0.454687267,1200000
NW110DJ,51.58496,-0.201796,F,2,N,2,A,1,S,1.5,6.24,1,51.5419359,-0.143849,21.967,0,51.4654953,-0.454687267,1100000
NW110PU,51.580523,-0.19885,F,2,N,2,B,2.5,T,1.5,5.733,1,51.5419359,-0.143849,21.838,0,51.4654953,-0.454687267,746000
NW116BS,51.588783,-0.193889,L,1,N,2,A,1,F,1,6.253,1,51.5419359,-0.143849,22.659,0,51.4654953,-0.454687267,490000
NW116EG,51.587923,-0.183645,F,2,N,2,A,1,S,1.5,5.806,1,51.5419359,-0.143849,23.171,0,51.4654953,-0.454687267,1160700
NW116HB,51.582244,-0.191464,F,2,N,2,A,1,S,1.5,5.561,1,51.5419359,-0.143849,22.364,0,51.4654953,-0.454687267,2000000
NW116HH,51.585241,-0.192832,F,2,N,2,A,1,T,1.5,5.887,1,51.5419359,-0.143849,22.483,0,51.4654953,-0.454687267,1100000
NW116JG,51.585792,-0.183672,L,1,N,2,A,1,F,1,5.6,1,51.5419359,-0.143849,23.032,0,51.4654953,-0.454687267,450000
NW116JY,51.586089,-0.182506,L,1,N,2,B,2.5,F,1,5.59,1,51.5419359,-0.143849,23.117,0,51.4654953,-0.454687267,450000
NW116LH,51.587349,-0.188417,L,1,N,2,A,1,S,1.5,5.915,1,51.5419359,-0.143849,22.867,0,51.4654953,-0.454687267,885000
NW116LL,51.587409,-0.187015,L,1,N,2,A,1,T,1.5,5.871,1,51.5419359,-0.143849,22.949,0,51.4654953,-0.454687267,750000
NW116NA,51.587052,-0.182583,F,2,N,2,A,1,T,1.5,5.686,1,51.5419359,-0.143849,23.174,0,51.4654953,-0.454687267,1107500
NW116XU,51.585518,-0.198522,L,1,N,2,A,1,T,1.5,6.145,1,51.5419359,-0.143849,22.185,0,51.4654953,-0.454687267,565000
NW117ED,51.573621,-0.189771,F,2,N,2,A,1,T,1.5,4.743,1,51.5419359,-0.143849,21.921,0,51.4654953,-0.454687267,1750000
NW117HL,51.572497,-0.186252,L,1,N,2,A,1,F,1,4.488,1,51.5419359,-0.143849,22.058,0,51.4654953,-0.454687267,675000
NW117QH,51.569625,-0.193667,L,1,N,2,A,1,F,1,4.62,1,51.5419359,-0.143849,21.454,0,51.4654953,-0.454687267,335000
NW117RN,51.572206,-0.194835,L,1,N,2,B,2.5,O,7,4.874,1,51.5419359,-0.143849,21.542,0,51.4654953,-0.454687267,140284
NW117SY,51.569925,-0.187407,L,1,N,2,A,1,F,1,4.331,1,51.5419359,-0.143849,21.837,0,51.4654953,-0.454687267,455000
NW117UE,51.580342,-0.195292,F,2,N,2,A,1,T,1.5,5.557,1,51.5419359,-0.143849,22.026,0,51.4654953,-0.454687267,850000
NW118AG,51.568229,-0.196984,F,2,N,2,A,1,S,1.5,4.695,1,51.5419359,-0.143849,21.177,0,51.4654953,-0.454687267,1650000
NW118EG,51.571427,-0.196616,L,1,N,2,A,1,F,1,4.905,1,51.5419359,-0.143849,21.392,0,51.4654953,-0.454687267,757000
NW118ER,51.57199,-0.198884,F,2,N,2,B,2.5,S,1.5,5.064,1,51.5419359,-0.143849,21.295,0,51.4654953,-0.454687267,1175000
NW119BB,51.585443,-0.208099,L,1,N,2,A,1,F,1,6.567,1,51.5419359,-0.143849,21.654,0,51.4654953,-0.454687267,680000
NW119BT,51.57455,-0.204007,F,2,N,2,A,1,T,1.5,5.518,1,51.5419359,-0.143849,21.163,0,51.4654953,-0.454687267,950000
NW119LA,51.586346,-0.210326,L,1,N,2,A,1,F,1,6.745,1,51.5419359,-0.143849,21.595,0,51.4654953,-0.454687267,467000
NW119SG,51.575446,-0.204967,F,2,N,2,A,1,S,1.5,5.633,1,51.5419359,-0.143849,21.166,0,51.4654953,-0.454687267,860000
NW11EL,51.532364,-0.130694,L,1,N,2,A,1,F,1,0.304,1,51.5325,-0.1263,23.628,0,51.4654953,-0.454687267,385000
NW11JD,51.528911,-0.129596,L,1,N,2,B,2.5,F,1,0.304,1,51.528333,-0.133888,23.583,0,51.4654953,-0.454687267,500000
NW11PA,51.533877,-0.134842,L,1,N,2,A,1,F,1,0.61,1,51.5325,-0.1263,23.409,0,51.4654953,-0.454687267,360000
NW12PE,51.52632,-0.137443,L,1,N,2,A,1,F,1,0.333,1,51.528333,-0.133888,22.98,0,51.4654953,-0.454687267,512000
NW14AB,51.534615,-0.14678,L,1,N,2,B,2.5,T,1.5,0.839,1,51.5419359,-0.143849,22.657,0,51.4654953,-0.454687267,2150000
NW14BU,51.528828,-0.144751,L,1,N,2,A,1,F,1,0.753,1,51.528333,-0.133888,22.581,0,51.4654953,-0.454687267,300000
NW15RH,51.519553,-0.166273,L,1,N,2,A,1,F,1,0.802,1,?51.5154,-0.175743,20.853,0,51.4654953,-0.454687267,521550
NW16AY,51.524076,-0.159922,L,1,N,2,A,1,F,1,1.459,1,?51.5154,-0.175743,21.421,0,51.4654953,-0.454687267,1095000
NW16EA,51.524399,-0.160471,L,1,N,2,B,2.5,F,1,1.455,1,?51.5154,-0.175743,21.395,0,51.4654953,-0.454687267,535000
NW16JX,51.523549,-0.164167,L,1,N,2,A,1,F,1,1.209,1,?51.5154,-0.175743,21.123,0,51.4654953,-0.454687267,1070000
NW16NG,51.52497,-0.163029,L,1,N,2,B,2.5,F,1,1.381,1,?51.5154,-0.175743,21.246,0,51.4654953,-0.454687267,495000
NW16UE,51.52242,-0.16613,L,1,N,2,A,1,F,1,1.026,1,?51.5154,-0.175743,20.956,0,51.4654953,-0.454687267,660000
NW16UP,51.524092,-0.16785,L,1,N,2,A,1,F,1,1.11,1,?51.5154,-0.175743,20.899,0,51.4654953,-0.454687267,935000
NW17AU,51.537378,-0.148081,L,1,N,2,A,1,F,1,0.585,1,51.5419359,-0.143849,22.678,0,51.4654953,-0.454687267,783500
NW17BJ,51.540009,-0.148392,L,1,N,2,A,1,F,1,0.38,1,51.5419359,-0.143849,22.762,0,51.4654953,-0.454687267,665000
NW17HB,51.53929,-0.145004,L,1,N,2,A,1,F,1,0.305,1,51.5419359,-0.143849,22.952,0,51.4654953,-0.454687267,509000
NW17HB,51.53929,-0.145004,L,1,N,2,A,1,F,1,0.305,1,51.5419359,-0.143849,22.952,0,51.4654953,-0.454687267,497000
NW17HB,51.53929,-0.145004,L,1,N,2,A,1,F,1,0.305,1,51.5419359,-0.143849,22.952,0,51.4654953,-0.454687267,440000
NW17RG,51.533214,-0.140666,L,1,N,2,A,1,F,1,0.717,1,51.528333,-0.133888,23.004,0,51.4654953,-0.454687267,930000
NW17RT,51.535913,-0.144117,L,1,N,2,A,1,F,1,0.67,1,51.5419359,-0.143849,22.879,0,51.4654953,-0.454687267,897500
NW17RY,51.536502,-0.144425,F,2,N,2,A,1,T,1.5,0.606,1,51.5419359,-0.143849,22.881,0,51.4654953,-0.454687267,2250000
NW17SA,51.53662,-0.145588,L,1,N,2,A,1,F,1,0.603,1,51.5419359,-0.143849,22.81,0,51.4654953,-0.454687267,1300000
NW18DQ,51.545344,-0.148522,L,1,N,2,B,2.5,F,1,0.498,1,51.5419359,-0.143849,22.975,0,51.4654953,-0.454687267,420000
NW18DS,51.545505,-0.147347,F,2,N,2,A,1,T,1.5,0.465,1,51.5419359,-0.143849,23.057,0,51.4654953,-0.454687267,1080000
NW18LB,51.540722,-0.152545,F,2,N,2,A,1,T,1.5,0.616,1,51.5419359,-0.143849,22.524,0,51.4654953,-0.454687267,4850000
NW18LT,51.539691,-0.153899,F,2,N,2,A,1,F,1,0.739,1,51.5419359,-0.143849,22.395,0,51.4654953,-0.454687267,2300000
NW18PG,51.545443,-0.142878,F,2,N,2,A,1,F,1,0.396,1,51.5419359,-0.143849,23.34,0,51.4654953,-0.454687267,1100000
