pcd,price,lng,lat
NW10LE,780000,-0.136149,51.53647
NW10NE,475000,-0.14206,51.538614
NW10RY,525000,-0.13431,51.536306
NW10SB,525000,-0.134749,51.53687
NW10SG,1060000,-0.137802,51.540932
NW10ST,660000,-0.137425,51.541958
NW10SX,358500,-0.137518,51.542148
NW10TJ,622500,-0.136875,51.541301
NW10XG,350000,-0.132019,51.539444
NW110AU,585000,-0.205042,51.587479
NW110DB,553000,-0.202007,51.581354
NW110LR,350000,-0.201969,51.580103
NW110QR,350000,-0.199966,51.582684
NW110RA,510000,-0.200485,51.583327
NW110RY,685000,-0.199412,51.576881
NW116AL,415000,-0.198329,51.588572
NW116AR,368500,-0.19631,51.587804
NW116BB,247499.5,-0.199252,51.584962
NW116BS,360000,-0.193889,51.588783
NW116BY,270000,-0.19463,51.589387
NW116DA,370000,-0.194846,51.58904
NW116EB,475000,-0.186293,51.588863
NW116HS,225000,-0.193304,51.586436
NW116JG,450000,-0.183672,51.585792
NW116JP,330000,-0.18155,51.585445
NW116JY,429000,-0.182506,51.586089
NW116PN,370000,-0.185461,51.580389
NW116QR,355000,-0.194054,51.587535
NW116SS,630000,-0.186747,51.581434
NW116XS,432500,-0.199418,51.584039
NW116XX,397553.33,-0.199348,51.5858
NW117DT,537500,-0.189193,51.572911
NW117EF,485000,-0.190487,51.573407
NW117ET,445000,-0.197171,51.578909
NW117GZ,730000,-0.19775,51.577682
NW117HF,400000,-0.188523,51.571983
NW117HH,130000,-0.185358,51.571745
NW117HL,675000,-0.186252,51.572497
NW117HT,1100000,-0.186111,51.569869
NW117HW,350000,-0.187419,51.571094
NW117NR,300000,-0.194703,51.574905
NW117PE,565000,-0.196463,51.574093
NW117QH,335000,-0.193667,51.569625
NW117QY,673500,-0.19189,51.570785
NW117RE,725000,-0.191123,51.570827
NW117SB,575000,-0.194299,51.568703
NW117SY,455000,-0.187407,51.569925
NW117TR,583000,-0.198197,51.581784
NW117TY,480000,-0.197339,51.58076
NW118DD,640000,-0.194998,51.566984
NW118DE,630000,-0.195967,51.56512
NW118DG,970000,-0.196804,51.563022
NW118DN,495000,-0.196596,51.565255
NW118EG,532125,-0.196616,51.571427
NW118ER,380000,-0.198884,51.57199
NW118ES,547500,-0.199428,51.571728
NW118JY,518500,-0.197365,51.572443
NW118LA,420000,-0.197567,51.572917
NW118LB,385000,-0.198244,51.573305
NW118LD,430000,-0.197624,51.573673
NW118NL,3050000,-0.197741,51.566226
NW118QG,325000,-0.201042,51.573255
NW118QY,415000,-0.208131,51.569874
NW118SQ,277500,-0.213045,51.562665
NW118TJ,340000,-0.205322,51.56764
NW118TL,517500,-0.209536,51.56543
NW118TN,550000,-0.213344,51.563497
NW119AA,400000,-0.203607,51.575911
NW119BB,680000,-0.208099,51.585443
NW119BS,575000,-0.205633,51.573945
NW119JH,799950,-0.212027,51.579421
NW119LA,453166.67,-0.210326,51.586346
NW119LY,430000,-0.207802,51.578969
NW119PP,355000,-0.208561,51.578756
NW119PR,440000,-0.209214,51.579027
NW119PX,985000,-0.210386,51.58078
NW119QB,695000,-0.208261,51.57939
NW119RG,290000,-0.20567,51.57445
NW119RR,550000,-0.208854,51.572025
NW119SG,269666.67,-0.204967,51.575446
NW119SH,720000,-0.205892,51.575886
NW119TE,499990,-0.215081,51.576634
NW11EL,385000,-0.130694,51.532364
NW11EN,395000,-0.131041,51.53129
NW11EU,487000,-0.131031,51.530822
NW11EY,470499.5,-0.129977,51.531911
NW11JD,500000,-0.129596,51.528911
NW11NB,345000,-0.136438,51.534694
NW11NJ,562650,-0.136945,51.533947
NW11NT,464750,-0.134898,51.533213
NW11NU,505000,-0.136116,51.532702
NW11NW,600000,-0.135236,51.534819
NW11PA,360000,-0.134842,51.533877
NW11SS,445000,-0.132494,51.530998
NW11TS,530000,-0.135284,51.535422
NW11TT,354000,-0.134183,51.535539
NW12JL,449000,-0.138742,51.532303
NW12JS,600000,-0.136393,51.531213
NW12PE,569750,-0.137443,51.52632
NW13DL,780000,-0.141696,51.531621
NW13DS,2730000,-0.13916,51.526017
NW13EJ,402000,-0.139539,51.527594
NW13QG,355000,-0.141186,51.528924
NW13QH,320000,-0.142022,51.528929
NW13QJ,465000,-0.142292,51.52869
NW13QR,237000,-0.143577,51.528279
NW13QT,477500,-0.142635,51.52839
NW13RB,272407.5,-0.140591,51.530093
NW13RJ,340000,-0.140122,51.529573
NW13SG,415000,-0.139621,51.530194
NW13SH,420000,-0.139054,51.529961
NW13TB,235000,-0.141587,51.531134
NW13TD,450000,-0.142325,51.530705
NW14AE,3200000,-0.145753,51.53432
NW14AT,1850000,-0.14483,51.53114
NW14BT,950000,-0.144581,51.527332
NW14BU,300000,-0.144751,51.528828
NW14DT,800000,-0.144511,51.525173
NW14EB,688750,-0.144538,51.52663
NW14JG,660000,-0.144966,51.528148
NW14JJ,3100000,-0.144934,51.527167
NW14JX,5398000,-0.145105,51.526504
NW14QB,700000,-0.153615,51.523195
NW14QE,3350000,-0.153615,51.523195
NW14RD,728000,-0.159466,51.525013
NW14SH,1207000,-0.160004,51.525255
NW14SL,838600,-0.163887,51.526566
NW14SN,610000,-0.164436,51.526898
NW15AG,500000,-0.159178,51.52214
NW15AH,488000,-0.159178,51.52214
NW15AQ,683100,-0.159178,51.52214
NW15AX,1275000,-0.168242,51.519341
NW15DA,431500,-0.168152,51.520979
NW15DE,295000,-0.167971,51.520722
NW15EL,595000,-0.166686,51.519335
NW15ES,1550000,-0.167119,51.518955
NW15ND,4000000,-0.158291,51.522333
NW15NP,1105375,-0.164925,51.521196
NW15PL,960000,-0.160861,51.52187
NW15QR,685000,-0.165511,51.519514
NW15RH,521550,-0.166273,51.519553
NW15RS,842500,-0.157983,51.523902
NW15SD,600000,-0.15754,51.523085
NW15SQ,999995,-0.15754,51.523085
NW15SR,2750000,-0.15754,51.523085
NW15SS,1165000,-0.15754,51.523085
NW15TB,1450000,-0.15754,51.523085
NW15TD,2550000,-0.15754,51.523085
NW15TF,1095000,-0.15754,51.523085
NW16AL,298300,-0.158906,51.52317
NW16AY,1095000,-0.159922,51.524076
NW16BA,1600000,-0.159816,51.523841
NW16BN,960000,-0.161825,51.525149
NW16BU,600000,-0.16136,51.524881
NW16DA,1060000,-0.161416,51.524207
NW16DN,775000,-0.160971,51.525234
NW16DR,475000,-0.160971,51.525234
NW16DX,390000,-0.160906,51.523984
NW16EA,535000,-0.160471,51.524399
NW16EJ,1232500,-0.163609,51.525582
NW16EL,1658333.33,-0.162988,51.525626
NW16EN,905000,-0.162999,51.525716
NW16EP,1475000,-0.161768,51.52227
NW16EW,1000000,-0.165134,51.526756
NW16HD,661458,-0.162382,51.524564
NW16JG,565000,-0.162132,51.522168
NW16JX,1015000,-0.164167,51.523549
NW16NE,358250,-0.162787,51.524517
NW16NG,585000,-0.163029,51.52497
NW16NR,730000,-0.164466,51.524714
NW16NS,675000,-0.164347,51.524442
NW16NT,771000,-0.164286,51.524171
NW16PU,1800000,-0.160075,51.523134
NW16QP,1875000,-0.159444,51.523061
NW16RT,385000,-0.169913,51.521166
NW16SY,402000,-0.167891,51.521989
NW16TG,695000,-0.167111,51.522021
NW16UB,538000,-0.165679,51.522521
NW16UE,660000,-0.16613,51.52242
NW16UP,935000,-0.16785,51.524092
NW16XX,400000,-0.162612,51.525998
NW16XY,525000,-0.162612,51.525998
NW16XZ,330000,-0.162612,51.525998
NW17AH,515000,-0.144687,51.538215
NW17AT,465000,-0.14747,51.537153
NW17AU,586750,-0.148081,51.537378
NW17BA,907500,-0.14975,51.538879
NW17BF,540000,-0.148392,51.540009
NW17BH,835000,-0.147948,51.537799
NW17BJ,689000,-0.148392,51.540009
NW17BQ,768750,-0.148399,51.538067
NW17BS,685000,-0.140371,51.535494
NW17BY,1297142.86,-0.147448,51.540183
NW17DB,536806,-0.146928,51.539917
NW17DE,493996.67,-0.147628,51.540707
NW17EP,765628.77,-0.148354,51.539247
NW17HB,482000,-0.145004,51.53929
NW17HY,1450000,-0.145092,51.540308
NW17LE,412500,-0.140965,51.536115
NW17NE,872500,-0.144083,51.537468
NW17NH,460000,-0.143032,51.536714
NW17QH,685000,-0.143884,51.533131
NW17RE,919750,-0.140664,51.533952
NW17RG,643333.33,-0.140666,51.533214
NW17RH,380000,-0.140158,51.532586
NW17RR,470000,-0.142201,51.534176
NW17RS,419000,-0.143421,51.535308
NW17RT,608750,-0.144117,51.535913
NW17RY,832500,-0.144425,51.536502
NW17SA,1300000,-0.145588,51.53662
NW17SX,1562500,-0.154249,51.538528
NW17SY,700000,-0.153561,51.538058
NW17TJ,710000,-0.148693,51.537568
NW17TL,1850000,-0.150213,51.537846
NW17TX,433000,-0.150355,51.538179
NW18AP,559000,-0.151074,51.543576
NW18AY,483750,-0.152254,51.545402
NW18BX,540000,-0.145875,51.542325
NW18DB,755000,-0.146572,51.543281
NW18DN,286200,-0.147916,51.543203
NW18DQ,510000,-0.148522,51.545344
NW18EB,462500,-0.148281,51.544513
NW18HD,441500,-0.149637,51.545586
NW18JD,600000,-0.151781,51.540793
NW18JJ,705000,-0.152208,51.538711
NW18JL,950000,-0.1518,51.539173
NW18LA,620000,-0.154472,51.541562
NW18PP,391000,-0.142753,51.545324
NW18SR,925000,-0.145096,51.545958
NW18TE,745000,-0.144882,51.545106
NW18TH,530000,-0.14436,51.544469
NW18TN,1225000,-0.155179,51.539783
NW18TU,1545000,-0.153672,51.540668
NW18TY,610000,-0.155074,51.539872
NW18XL,526250,-0.157262,51.540697
NW18XN,517000,-0.156696,51.541489
NW18YL,1459000,-0.156808,51.540852
NW19AA,508750,-0.130062,51.548495
NW19AB,525000,-0.129718,51.548085
NW19AP,299999,-0.129196,51.547447
NW19AQ,285000,-0.132408,51.547561
NW19AS,450000,-0.12817,51.547134
NW19AU,350000,-0.126914,51.545765
NW19AW,703750,-0.131207,51.54765
NW19BL,520000,-0.129721,51.54661
NW19BP,747500,-0.130232,51.546106
NW19DY,425000,-0.138698,51.541142
NW19EG,270000,-0.136422,51.542499
NW19HE,653400,-0.131397,51.54688
NW19JB,686000,-0.137392,51.543893
NW19JU,1195000,-0.139097,51.544097
NW19JW,470000,-0.138679,51.543731
NW19LT,715000,-0.139152,51.542408
NW19PQ,302100,-0.141083,51.541377
NW19QR,412500,-0.140803,51.544691
NW19RA,380000,-0.141383,51.543993
NW19RD,360000,-0.140871,51.544173
NW19RE,590000,-0.132395,51.543299
NW19RN,521666.67,-0.130077,51.543909
NW19RP,370000,-0.128265,51.545193
NW19RQ,745000,-0.130854,51.543322
NW19RR,483750,-0.128554,51.545521
NW19SG,405000,-0.133366,51.543254
NW19TL,543000,-0.130041,51.543018
NW19TY,439012.5,-0.127626,51.543187
NW19UB,340000,-0.127057,51.545093
NW19UE,700000,-0.128093,51.543475
NW19UP,700000,-0.131725,51.545572
NW19UY,320000,-0.133073,51.544694
NW19XA,370000,-0.13147,51.544474
NW19XN,370000,-0.12881,51.543844
NW19XR,1045000,-0.127656,51.544203
NW19XU,450000,-0.129575,51.545232
NW19XZ,350000,-0.129191,51.541953
NW21BP,385000,-0.211924,51.559618
NW21EP,270000,-0.212412,51.559319
NW21EY,317000,-0.214451,51.557078
NW21HH,245000,-0.21282,51.557845
NW21HW,308000,-0.207217,51.560916
NW21HX,415000,-0.206722,51.56497
NW21TT,220000,-0.219102,51.572703
NW21UN,277500,-0.212901,51.561197
NW21UP,318750,-0.211734,51.561881
NW21UR,320000,-0.210261,51.562299
NW21US,322500,-0.2099,51.562662
NW21UU,365000,-0.210333,51.561923
NW22AP,630000,-0.1979,51.565482
NW22AX,150000,-0.199911,51.564245
NW22BA,390000,-0.199545,51.563655
NW22BG,755000,-0.197733,51.56423
NW22BX,995000,-0.196757,51.557902
NW22DP,542000,-0.209555,51.5598
NW22DW,126250,-0.208857,51.559583
NW22HJ,975000,-0.194205,51.561145
NW22HX,835000,-0.19687,51.561609
NW22JJ,365000,-0.199006,51.563155
NW22LB,338500,-0.201019,51.565422
NW22LD,541350,-0.20254,51.566833
NW22LJ,280000,-0.201869,51.565462
NW22LL,330000,-0.200982,51.56454
NW22LY,410000,-0.20603,51.565061
NW22PD,595000,-0.198105,51.559209
NW22PG,589000,-0.197893,51.559826
NW22PH,590000,-0.197893,51.559826
NW22PJ,435000,-0.197886,51.560365
NW22RG,474500,-0.211073,51.557761
NW22RH,317500,-0.209545,51.557369
NW22SP,250000,-0.209612,51.558243
NW22TE,381500,-0.20286,51.562276
NW22TF,318500,-0.201703,51.562366
NW22TG,330000,-0.201739,51.563266
NW22TJ,575000,-0.19804,51.560946
NW22TN,300000,-0.197413,51.560664
NW23AJ,450000,-0.214764,51.554868
NW23BS,630000,-0.211431,51.551967
NW23DE,499999,-0.216935,51.554694
NW23JX,371000,-0.211309,51.552966
NW23LJ,235000,-0.213136,51.555931
NW23NA,390000,-0.211703,51.555058
NW23NG,371000,-0.208536,51.553427
NW23NH,485000,-0.209914,51.554605
NW23NJ,512100,-0.206038,51.551183
NW23PD,540000,-0.20759,51.550973
NW23PE,295000,-0.207274,51.550563
NW23PG,370000,-0.206665,51.550284
NW23PU,400000,-0.209014,51.551067
NW23PX,580315,-0.208776,51.550874
NW23QJ,537500,-0.203998,51.549147
NW23QL,430000,-0.205171,51.549012
NW23RA,160000,-0.207788,51.551794
NW23RE,767500,-0.204348,51.55345
NW23RP,478500,-0.206786,51.554908
NW23RU,427500,-0.206419,51.553599
NW23SE,421000,-0.206615,51.551911
NW23SN,476250,-0.202971,51.552512
NW23SP,596666.67,-0.203987,51.551988
NW23TD,380000,-0.204648,51.548392
NW23TG,668000,-0.202616,51.548721
NW23TH,260000,-0.203831,51.549821
NW23TP,500000,-0.202055,51.54793
NW23TR,615000,-0.203164,51.547614
NW23TW,214000,-0.202887,51.549894
NW23UG,380000,-0.206489,51.547422
NW23UQ,457500,-0.204955,51.547561
NW23UY,592500,-0.216091,51.553773
NW23XG,390025,-0.209454,51.553088
NW24AB,695000,-0.220298,51.553909
NW24AJ,327500,-0.223265,51.553639
NW24BY,490000,-0.214267,51.543989
NW24ES,643500,-0.216259,51.549109
NW24ET,541250,-0.208889,51.547639
NW24HJ,445500,-0.208454,51.549898
NW24HN,410000,-0.211227,51.549797
NW24JA,510000,-0.210269,51.545555
NW24JD,520222,-0.209618,51.5489
NW24JX,792000,-0.226077,51.553304
NW24LN,575000,-0.223666,51.551137
NW24LT,600000,-0.224288,51.552207
NW24NA,502475,-0.229064,51.554006
NW24PH,505000,-0.22552,51.552055
NW24PR,700000,-0.228886,51.553032
NW24RG,775000,-0.221666,51.548049
NW24SJ,690000,-0.20755,51.548311
NW25AB,683000,-0.224166,51.548293
NW25AN,372000,-0.226843,51.548433
NW25AP,290000,-0.22636,51.548623
NW25BH,550000,-0.229351,51.549217
NW25DN,583000,-0.231057,51.547993
NW25EA,285000,-0.231857,51.547927
NW25EE,343000,-0.232657,51.54951
NW25ER,345000,-0.233269,51.548233
NW25EY,465000,-0.226891,51.545358
NW25HL,248333.33,-0.225393,51.544562
NW25JA,290000,-0.223695,51.547063
NW25LS,430000,-0.232652,51.550382
NW25NB,431250,-0.236501,51.550937
NW25NE,365000,-0.238763,51.551247
NW25NP,420000,-0.235168,51.550222
NW25QH,550000,-0.236235,51.550598
NW25RB,565000,-0.2198,51.547067
NW25RL,605000,-0.217845,51.546183
NW25RZ,528000,-0.220182,51.546534
NW25TA,685000,-0.225793,51.548741
NW25TD,475000,-0.226397,51.549164
NW25TG,642000,-0.226757,51.549547
NW25UG,600000,-0.227751,51.549313
NW26AZ,710000,-0.224709,51.554731
NW26BN,365000,-0.218452,51.556471
NW26BS,357500,-0.218452,51.556471
NW26BT,197500,-0.218452,51.556471
NW26BU,292500,-0.218452,51.556471
NW26DB,540000,-0.219827,51.555997
NW26DH,435000,-0.217795,51.555562
NW26DU,405000,-0.217164,51.555102
NW26GN,510000,-0.223877,51.565081
NW26HF,400000,-0.234826,51.561664
NW26NU,270000,-0.22914,51.560598
NW26PF,290000,-0.219662,51.561336
NW26PJ,372000,-0.220918,51.559817
NW26PR,450000,-0.224445,51.559286
NW26PS,495000,-0.22412,51.55947
NW26QS,168500,-0.223098,51.560903
NW26RS,362000,-0.231862,51.55885
NW26RY,450000,-0.218567,51.557965
NW26SS,562500,-0.220282,51.556544
NW26SX,495000,-0.222102,51.55721
NW26TB,450000,-0.224049,51.558336
NW26TG,400000,-0.220681,51.559247
NW26TY,521000,-0.221123,51.556421
NW26UN,430000,-0.223131,51.556731
NW26UR,425000,-0.224564,51.556959
NW26XJ,480000,-0.224769,51.557637
NW26XL,525000,-0.224688,51.55786
NW26YY,292000,-0.223174,51.563017
NW27BF,338250,-0.239943,51.561426
NW27BR,280000,-0.237317,51.560667
NW27BX,300000,-0.23322,51.566244
NW27BY,345000,-0.233603,51.566052
NW27DF,390000,-0.236267,51.560975
NW27DW,310000,-0.238378,51.561583
NW27EH,300000,-0.235493,51.563086
NW27FG,142375,-0.240059,51.56177
NW27FL,390000,-0.234771,51.567553
NW27RH,405000,-0.243032,51.562507
NW27RX,323000,-0.24703,51.559455
NW27RY,240000,-0.248799,51.559212
NW31AD,925000,-0.177247,51.560226
NW31AJ,499990,-0.176271,51.560823
NW31BD,1125000,-0.178381,51.55965
NW31BP,1607240,-0.171253,51.559683
NW31BY,1500000,-0.173438,51.55952
NW31DD,935000,-0.177829,51.558662
NW31DR,425000,-0.17825,51.559316
NW31EB,1135000,-0.177059,51.561044
NW31EH,916000,-0.17583,51.560294
NW31HD,665000,-0.177308,51.557619
NW31HE,1145000,-0.176965,51.556805
NW31JD,4500000,-0.177709,51.558869
NW31JP,635000,-0.175945,51.559244
NW31LD,1017500,-0.174189,51.558057
NW31LH,1557998,-0.174056,51.559583
NW31ND,666250,-0.173682,51.555216
NW31PH,970000,-0.169347,51.553611
NW31PR,650000,-0.174955,51.555571
NW31QG,550000,-0.178015,51.556542
NW31QH,1082500,-0.178229,51.55624
NW31QU,475000,-0.178199,51.555547
NW31QZ,2250000,-0.176613,51.55661
NW31RH,673333.33,-0.178292,51.556199
NW31RT,830000,-0.17359,51.556806
NW31RX,630900,-0.172204,51.556461
NW31RY,745000,-0.172374,51.556185
NW31SR,1350000,-0.17042,51.557072
NW31ST,791590,-0.171925,51.557035
NW31SX,600000,-0.171253,51.556428
NW31TL,1300000,-0.172178,51.557486
NW31TP,1800000,-0.173177,51.557735
NW32AE,640000,-0.166081,51.551617
NW32AH,789900,-0.164901,51.550817
NW32AN,1150000,-0.162848,51.550937
NW32AQ,1288416.67,-0.16686,51.552406
NW32AT,880000,-0.162731,51.549551
NW32AY,800000,-0.160672,51.548376
NW32BU,542000,-0.154818,51.544427
NW32DA,505000,-0.156439,51.54536
NW32DB,660000,-0.156439,51.54536
NW32DD,475000,-0.156439,51.54536
NW32DF,575333.33,-0.156439,51.54536
NW32DN,682500,-0.155816,51.545063
NW32DR,670000,-0.155816,51.545063
NW32DW,475000,-0.155816,51.545063
NW32EL,452500,-0.157692,51.549319
NW32EN,701666.67,-0.161709,51.552802
NW32EY,295000,-0.15589,51.54822
NW32HE,273333,-0.155725,51.549108
NW32HR,560000,-0.157263,51.554582
NW32HT,515000,-0.156111,51.553826
NW32HU,500000,-0.155034,51.554061
NW32JA,750000,-0.153616,51.554875
NW32JE,700000,-0.153081,51.554201
NW32JP,905000,-0.157095,51.555874
NW32JR,940000,-0.154186,51.555774
NW32LB,520000,-0.155623,51.554466
NW32LN,546666.67,-0.163433,51.554678
NW32LP,710000,-0.16172,51.555308
NW32LS,595000,-0.159578,51.555481
NW32LU,428000,-0.160324,51.554881
NW32NN,803333.33,-0.158022,51.554018
NW32NQ,460000,-0.162751,51.554056
NW32PA,602000,-0.160091,51.554203
NW32PH,1100000,-0.170222,51.55482
NW32PL,910000,-0.169144,51.554363
NW32PS,1862500,-0.165151,51.553941
NW32QF,610000,-0.164566,51.5552
NW32QT,430000,-0.160943,51.553461
NW32QX,612500,-0.163079,51.553792
NW32SL,1975000,-0.164444,51.557869
NW32SS,1640000,-0.163134,51.557803
NW32SY,590000,-0.164516,51.556089
NW32TH,2043560,-0.161976,51.558621
NW32TL,1210000,-0.161966,51.557794
NW32TN,847500,-0.162663,51.556968
NW32TS,760000,-0.164339,51.555835
NW32TX,730333.33,-0.161879,51.556446
NW32TY,1230000,-0.160304,51.556437
NW32UA,737500,-0.16058,51.557466
NW32UB,1600000,-0.161003,51.557356
NW32UD,980000,-0.161303,51.556704
NW32UN,939975,-0.160543,51.550146
NW32UT,1095666.67,-0.159889,51.549929
NW32UU,462000,-0.159993,51.550911
NW32XR,1195000,-0.161453,51.551554
NW32XS,760000,-0.161243,51.550687
NW32YH,1700000,-0.158963,51.548916
NW32YJ,877500,-0.159197,51.548137
NW32YN,510000,-0.158476,51.548201
NW32YP,1010000,-0.15823,51.54993
NW33AH,1315000,-0.158353,51.541883
NW33AJ,2850000,-0.157421,51.541835
NW33AT,653000,-0.159161,51.54115
NW33BU,1075000,-0.167292,51.540495
NW33DR,1180000,-0.165252,51.54067
NW33DS,1650000,-0.163738,51.541383
NW33EA,850000,-0.16304,51.544016
NW33EL,1975000,-0.164208,51.545114
NW33EN,1285000,-0.166684,51.544505
NW33EP,1167500,-0.168961,51.54454
NW33HL,1353500,-0.168292,51.545034
NW33HR,692000,-0.171875,51.544892
NW33HX,974000,-0.173283,51.544662
NW33JG,262500,-0.168635,51.54405
NW33JH,652500,-0.170737,51.543777
NW33JJ,355000,-0.171305,51.543273
NW33LG,431000,-0.167459,51.544229
NW33LH,1045500,-0.163938,51.544651
NW33LZ,395000,-0.16058,51.544589
NW33NE,2081666.67,-0.172038,51.54261
NW33NT,1230000,-0.17176,51.543073
NW33NW,860000,-0.172038,51.54261
NW33NZ,560000,-0.172038,51.54261
NW33PL,450000,-0.164637,51.544131
NW33QA,482500,-0.156331,51.544109
NW33QP,680000,-0.156503,51.542709
NW33QR,960000,-0.158479,51.542335
NW33QS,635000,-0.160204,51.542119
NW33RD,658000,-0.168689,51.541623
NW33RP,731000,-0.158867,51.542719
NW34AB,550000,-0.167569,51.549752
NW34AG,780000,-0.167582,51.549429
NW34AR,801000,-0.168475,51.54875
NW34BE,557500,-0.166794,51.550379
NW34BG,810000,-0.166794,51.550379
NW34BL,500000,-0.170177,51.549451
NW34BN,805000,-0.16842,51.550485
NW34BY,600000,-0.165796,51.549374
NW34DN,608750,-0.167031,51.549492
NW34DU,945000,-0.17182,51.548425
NW34EE,991666.67,-0.173966,51.546318
NW34EH,1912500,-0.174013,51.545869
NW34EJ,995000,-0.174425,51.545669
NW34ES,1825000,-0.171136,51.548207
NW34HL,1092500,-0.169019,51.547419
NW34HP,785000,-0.167566,51.546965
NW34HR,700000,-0.165882,51.546507
NW34HT,1524750,-0.170396,51.546883
NW34HU,645000,-0.16971,51.547079
NW34JJ,1885000,-0.167777,51.547444
NW34JP,1920000,-0.165197,51.546777
NW34LB,625000,-0.170184,51.54821
NW34LL,792000,-0.165356,51.549547
NW34LT,1335000,-0.164991,51.549298
NW34LX,380000,-0.166119,51.547805
NW34ND,1700000,-0.164176,51.546983
NW34NE,1557500,-0.16356,51.546524
NW34NG,703750,-0.162959,51.546038
NW34NS,698000,-0.171673,51.545959
NW34PB,891666.67,-0.167778,51.545637
NW34PX,810000,-0.168132,51.551533
NW34QR,734375,-0.165954,51.550908
NW34RE,2300000,-0.15919,51.54615
NW34RP,380000,-0.159828,51.547131
NW34RS,747000,-0.161322,51.548018
NW34RU,1300000,-0.162689,51.548813
NW34RX,321475,-0.163127,51.549035
NW34SE,1162500,-0.159616,51.545257
NW34SR,1010000,-0.158652,51.545188
NW34SS,817500,-0.159336,51.544678
NW34TG,480000,-0.161515,51.546513
NW34TT,329950,-0.164386,51.54928
NW34TU,500000,-0.164386,51.54928
NW34UE,612500,-0.162473,51.545941
NW34UJ,900000,-0.162995,51.546671
NW34UL,825000,-0.16383,51.547338
NW34UN,826000,-0.164449,51.547716
NW34UR,1100000,-0.164865,51.547141
NW34UU,945000,-0.165095,51.548158
NW34XB,516000,-0.164751,51.548809
NW34XD,495000,-0.164751,51.548809
NW34XL,3245000,-0.161533,51.547419
NW34XR,773500,-0.162355,51.548511
NW34XU,1280608,-0.162349,51.547566
NW34YB,1805000,-0.161107,51.546189
NW35AB,1105259,-0.169404,51.552191
NW35AR,675000,-0.171609,51.549449
NW35BX,1300000,-0.174925,51.54975
NW35DA,1070000,-0.173852,51.548465
NW35DH,1356666.67,-0.1725,51.545837
NW35DL,695000,-0.175306,51.544558
NW35DR,415000,-0.175389,51.544658
NW35DX,1250000,-0.173326,51.545732
NW35ED,450000,-0.174464,51.54218
NW35EE,406250,-0.174464,51.54218
NW35ES,249999,-0.176567,51.54521
NW35HG,475000,-0.180567,51.548974
NW35JR,675000,-0.178706,51.547165
NW35JY,1331100,-0.176263,51.547685
NW35LL,587000,-0.174964,51.545173
NW35LT,1210000,-0.17551,51.550263
NW35LU,805000,-0.17546,51.549713
NW35NB,975000,-0.175493,51.548536
NW35NL,775000,-0.171574,51.552746
NW35NN,1241666.67,-0.171273,51.551995
NW35NR,1160000,-0.171237,51.550376
NW35PB,1167500,-0.174183,51.551791
NW35PL,1230000,-0.174237,51.553255
NW35PP,1553275,-0.173581,51.553065
NW35PX,1862033.33,-0.173149,51.552681
NW35QA,5200000,-0.174944,51.552529
NW35QG,1485000,-0.173485,51.55113
NW35QJ,865000,-0.170616,51.551832
NW35QN,1025000,-0.170558,51.551462
NW35QT,870000,-0.172664,51.55003
NW35QY,917500,-0.172935,51.549461
NW35RA,3600000,-0.173279,51.550165
NW35RG,900000,-0.176967,51.551706
NW35RH,2010000,-0.177825,51.551992
NW35RJ,760000,-0.178735,51.551859
NW35RT,746000,-0.17947,51.549722
NW35SD,1868333.33,-0.178055,51.548306
NW35SL,804500,-0.177965,51.547048
NW35TD,860000,-0.177399,51.55102
NW35TH,1925000,-0.178855,51.549679
NW35TY,460000,-0.175375,51.554721
NW35TZ,930000,-0.175375,51.554721
NW35UB,200000,-0.175375,51.554721
NW35UJ,815000,-0.171,51.553762
NW36AG,510000,-0.180167,51.551036
NW36AJ,845000,-0.180672,51.549605
NW36AL,670975,-0.180958,51.550015
NW36BH,570000,-0.18206,51.551686
NW36DH,1850000,-0.184471,51.551616
NW36DJ,690000,-0.186478,51.552672
NW36DN,767500,-0.188138,51.553003
NW36DX,318000,-0.183306,51.549376
NW36ET,655000,-0.18478,51.5512
NW36HE,1727500,-0.186047,51.551883
NW36HF,695000,-0.186359,51.552023
NW36HS,420000,-0.18966,51.553162
NW36LB,385000,-0.178993,51.545868
NW36LE,365000,-0.179654,51.546191
NW36NP,1850000,-0.175861,51.553397
NW36NT,1410000,-0.177553,51.554728
NW36NX,807500,-0.178397,51.554912
NW36NY,460000,-0.177393,51.554042
NW36PD,1050000,-0.176625,51.553409
NW36PE,885000,-0.176262,51.552388
NW36SN,1610000,-0.179197,51.55835
NW36UR,1476134,-0.179028,51.555731
NW36UX,2500000,-0.181158,51.556213
NW37AA,622500,-0.18938,51.553697
NW37AG,392500,-0.194377,51.556436
NW37AJ,525000,-0.196434,51.559258
NW37AS,2280000,-0.194534,51.557682
NW37AT,600000,-0.195102,51.557178
NW37AU,1355000,-0.190398,51.55347
NW37AX,1515000,-0.190935,51.553766
NW37BP,375000,-0.192457,51.55467
NW37DE,955000,-0.184895,51.555111
NW37DT,1135000,-0.185546,51.553611
NW37DU,940000,-0.186683,51.553304
NW37EA,1377500,-0.187772,51.553483
NW37ED,867000,-0.188882,51.554966
NW37EU,2030000,-0.180956,51.564897
NW37HJ,802500,-0.182308,51.567526
NW37HQ,1006000,-0.18313,51.567907
NW37LE,1187500,-0.1845,51.557048
