pcd,price,lng,lat
KT27SE,265000,-0.283668,51.416523
KT27SG,392500,-0.284264,51.416721
KT27SL,668000,-0.285851,51.418507
KT27SQ,375000,-0.284913,51.416685
KT27ST,400000,-0.284297,51.417009
KT27SW,400000,-0.286009,51.418905
KT27TE,270000,-0.27831,51.42095
KT27TH,310000,-0.277585,51.422018
KT27TU,306000,-0.280723,51.421039
KT33AA,257000,-0.258942,51.402625
KT33BL,347500,-0.258212,51.404044
KT33BW,363500,-0.259817,51.403816
KT33DB,413000,-0.262503,51.405168
KT33JQ,270000,-0.263738,51.40507
KT33ND,405000,-0.266645,51.400815
KT33PE,368000,-0.25888,51.399333
KT33QS,390000,-0.262985,51.401399
KT33QW,432500,-0.261647,51.400443
KT33QX,200000,-0.274138,51.401869
KT33RH,300000,-0.272749,51.401336
KT33RQ,315000,-0.272426,51.401673
KT33TD,220000,-0.277817,51.401528
KT33TN,368500,-0.259031,51.406097
KT33TP,405000,-0.262066,51.40607
KT34AJ,182500,-0.252659,51.399618
KT34BE,400000,-0.257997,51.406298
KT34DW,382190,-0.254518,51.402883
KT34DX,405000,-0.255321,51.401429
KT34DZ,494620,-0.254914,51.400199
KT34EH,532500,-0.257131,51.40579
KT34EW,212000,-0.24997,51.404658
KT34JD,360000,-0.250367,51.404673
KT34LP,296200,-0.251547,51.399133
KT34LR,205000,-0.249271,51.399243
KT34LU,147500,-0.245763,51.399497
KT34PP,251500,-0.236848,51.404399
KT34PW,312475,-0.236885,51.404183
KT34RE,415500,-0.257832,51.407995
KT34RJ,235000,-0.257866,51.405972
KT35AE,362000,-0.262829,51.399463
KT35DF,287500,-0.271284,51.400164
KT35DP,386000,-0.259186,51.395452
KT35DQ,222500,-0.270579,51.398643
KT35LE,233000,-0.255178,51.387048
KT35PH,295000,-0.258374,51.385782
KT35PR,280500,-0.264716,51.383915
KT36HS,240000,-0.235755,51.399562
KT36HY,373000,-0.234497,51.399732
KT36LE,357500,-0.23492,51.398839
KT36NB,228333.33,-0.238636,51.394299
KT36NP,330000,-0.2522,51.393937
KT36PA,351000,-0.242674,51.394558
KT36PB,370000,-0.242299,51.394966
KT36QF,320000,-0.24278,51.398193
KT36QG,207000,-0.242307,51.398896
KT36QL,373666.67,-0.238124,51.399643
KT47EL,250000,-0.246733,51.380266
KT47LD,400000,-0.24789,51.380454
KT47NW,237500,-0.252272,51.385385
KT47RX,224000,-0.262066,51.383309
KT47SB,223750,-0.263212,51.383407
KT47SD,239500,-0.262634,51.38348
KT48AN,290000,-0.240002,51.383655
KT48BX,237000,-0.242944,51.385642
KT48EA,242750,-0.239472,51.37737
KT48EE,365000,-0.235395,51.385744
KT48EU,332250,-0.240422,51.376459
KT48GA,252500,-0.24253,51.382192
KT48HB,280000,-0.228363,51.378524
KT48HD,235000,-0.229098,51.378347
KT48HE,282500,-0.228906,51.378875
KT48JF,240000,-0.237556,51.379635
KT48JS,380000,-0.236781,51.379344
KT48JY,337000,-0.236741,51.378777
KT48LS,340000,-0.232709,51.375272
KT48NT,295000,-0.229442,51.381743
KT48PN,289666.67,-0.228184,51.381571
KT48QF,260000,-0.222946,51.380637
KT48QR,261500,-0.232459,51.373542
KT48QS,305000,-0.237566,51.377117
KT48RS,255000,-0.229468,51.372965
KT48RT,132000,-0.230361,51.373187
KT48SH,327500,-0.237816,51.376599
KT48SY,384666.67,-0.233912,51.373977
KT48TJ,340000,-0.230053,51.369981
KT58AL,339000,-0.296803,51.398379
KT58AN,460000,-0.29749,51.399423
KT58AW,407000,-0.296501,51.399364
KT58AZ,470000,-0.298574,51.395176
KT58BS,295000,-0.297851,51.400157
KT58BT,385000,-0.298089,51.399737
KT58BU,385750,-0.298743,51.399558
KT58DD,330000,-0.292587,51.399064
KT58DL,320000,-0.292464,51.400843
KT58DQ,555000,-0.294903,51.397875
KT58DX,264250,-0.291554,51.399004
KT58DY,331666.67,-0.294997,51.395349
KT58EQ,268333.33,-0.292819,51.395929
KT58HP,443900,-0.280457,51.395919
KT58JL,475000,-0.291063,51.389033
KT58JP,236000,-0.292387,51.392092
KT58JW,405000,-0.29082,51.389785
KT58LB,400666.67,-0.291474,51.391126
KT58NF,350000,-0.290058,51.390179
KT58NY,359000,-0.295244,51.394103
KT58PA,340000,-0.29457,51.393454
KT58PD,308000,-0.293605,51.392964
KT58PE,525000,-0.293862,51.393183
KT58PG,325000,-0.293365,51.390919
KT58PQ,396500,-0.29201,51.388696
KT58QA,335000,-0.293546,51.394924
KT58QH,318333.33,-0.296072,51.39389
KT58QU,467500,-0.297884,51.393476
KT58RA,150000,-0.296159,51.393082
KT58RE,540000,-0.295508,51.392578
KT58SD,390000,-0.297354,51.392038
KT58SJ,320000,-0.295318,51.390588
KT58SL,345000,-0.295751,51.391457
KT58SN,375000,-0.296024,51.391866
KT58TT,345000,-0.294947,51.389351
KT59AJ,362500,-0.294572,51.385892
KT59AN,236000,-0.27976,51.37938
KT59AR,364250,-0.292989,51.385195
KT59AZ,436000,-0.29132,51.385385
KT59NB,242500,-0.272509,51.386494
KT59NR,285000,-0.279542,51.378532
KT59NZ,226500,-0.277225,51.378264
KT59PA,400000,-0.280127,51.377507
KT64AB,340000,-0.309501,51.392789
KT64AE,270000,-0.308502,51.393755
KT64AG,611250,-0.308464,51.394627
KT64BN,1100000,-0.305164,51.395632
KT64BP,478250,-0.304554,51.396567
KT64BW,557500,-0.30567,51.395549
KT64BX,395000,-0.307416,51.396923
KT64DE,386166.67,-0.308698,51.395674
KT64DJ,587475,-0.309647,51.396452
KT64DT,289666.67,-0.30785,51.39272
KT64DU,446666.5,-0.306993,51.392969
KT64DW,500000,-0.308481,51.396885
KT64DX,536000,-0.307447,51.393137
KT64DY,422562.5,-0.30785,51.393512
KT64DZ,385000,-0.306345,51.39456
KT64EA,398000,-0.31034,51.393647
KT64ED,497000,-0.312015,51.394211
KT64EG,440000,-0.31079,51.392728
KT64EU,480000,-0.309823,51.397713
KT64EW,347500,-0.308378,51.391676
KT64FD,590000,-0.313059,51.393749
KT64HA,489800,-0.307163,51.397927
KT64HX,420000,-0.313176,51.394479
KT64HY,397500,-0.313495,51.394232
KT64HZ,391250,-0.313568,51.393811
KT64JA,522166.67,-0.310343,51.397253
KT64JG,565000,-0.307632,51.392241
KT64LL,530000,-0.302355,51.39479
KT64LU,383000,-0.299375,51.395305
KT64LW,537500,-0.302471,51.394369
KT64PL,190000,-0.301955,51.393948
KT64PS,420000,-0.301576,51.394096
KT64PU,225000,-0.300412,51.394682
KT64PW,462200,-0.302582,51.393696
KT64QH,326000,-0.305527,51.39337
KT64QN,480000,-0.307576,51.394308
KT64RP,445000,-0.303358,51.398204
KT64SE,367500,-0.299984,51.395934
KT64SH,375000,-0.300374,51.397037
KT64SP,504408.33,-0.302577,51.397941
KT64SR,390000,-0.302691,51.396414
KT64SS,500000,-0.301968,51.39653
KT64TA,298242,-0.302914,51.39523
KT64TD,425000,-0.302733,51.396046
KT64TG,475000,-0.302714,51.396577
KT64TJ,455000,-0.300423,51.395554
KT64TN,343200,-0.301895,51.398273
KT64TR,365000,-0.29962,51.398213
KT64UG,550000,-0.30143,51.395307
KT65AA,272833.33,-0.301185,51.380799
KT65AB,385000,-0.300659,51.382195
KT65AD,352500,-0.300738,51.381781
KT65AE,319250,-0.301092,51.380969
KT65AJ,329666.67,-0.300313,51.376946
KT65AL,322500,-0.300747,51.376862
KT65BJ,371500,-0.301692,51.381633
KT65BL,350000,-0.302154,51.38039
KT65BQ,447500,-0.301767,51.380979
KT65BS,413500,-0.304181,51.37944
KT65BT,381500,-0.304283,51.379792
KT65BU,400000,-0.3071,51.379006
KT65BZ,137500,-0.303498,51.376535
KT65LR,415000,-0.310095,51.391476
KT65LX,170000,-0.309065,51.390957
KT65NJ,675000,-0.3135,51.39291
KT65PN,299950,-0.31189,51.391151
KT65PP,617500,-0.312093,51.392647
KT65PS,370000,-0.311637,51.392541
KT66AH,320000,-0.297714,51.390686
KT66AL,273000,-0.297548,51.389505
KT66AT,260000,-0.297552,51.390027
KT66AZ,205000,-0.295955,51.387738
KT66BA,385000,-0.299652,51.387431
KT66BB,332500,-0.296305,51.386987
KT66BE,352500,-0.296154,51.386814
KT66BQ,450000,-0.301193,51.393164
KT66BS,279080,-0.306132,51.390808
KT66BY,325000,-0.302612,51.391935
KT66BZ,327500,-0.302857,51.391543
KT66DA,371500,-0.301849,51.392742
KT66DB,445000,-0.300507,51.392272
KT66DD,370000,-0.301465,51.392656
KT66DG,488166.67,-0.300343,51.391515
KT66DY,450000,-0.30146,51.389292
KT66EA,385500,-0.300382,51.388135
KT66EE,340000,-0.299528,51.389067
KT66EF,380000,-0.298882,51.389417
KT66EH,432500,-0.300127,51.38957
KT66EU,225000,-0.298531,51.391147
KT66HE,322250,-0.297817,51.388861
KT66HG,380000,-0.297647,51.388022
KT66HL,271000,-0.296802,51.386382
KT66HT,420000,-0.300049,51.393615
KT66HU,360000,-0.299977,51.392841
KT66LA,405000,-0.296049,51.385203
KT66LJ,427500,-0.302641,51.388437
KT66LN,440000,-0.298422,51.388655
KT66LY,545000,-0.30205,51.387879
KT66NB,286000,-0.311126,51.387139
KT66NE,421250,-0.311003,51.386741
KT66NF,515000,-0.309421,51.387384
KT66NH,400050,-0.308105,51.387986
KT66NN,480000,-0.306798,51.388515
KT66NW,390000,-0.306375,51.388688
KT66NX,348000,-0.308817,51.388158
KT66PB,350000,-0.310008,51.38759
KT66PJ,286333.33,-0.307563,51.388652
KT66PR,218000,-0.309682,51.384196
KT66QL,495000,-0.30234,51.385321
KT66QW,353000,-0.305259,51.383322
KT66RT,344000,-0.308244,51.390056
KT66RU,490000,-0.311177,51.387706
KT66RY,422500,-0.310642,51.388967
KT66SB,385000,-0.31159,51.387963
KT66SE,346000,-0.310112,51.388509
KT66SJ,305000,-0.308355,51.38977
KT66SN,396000,-0.309278,51.38892
KT67AB,445000,-0.29361,51.384861
KT67AL,360000,-0.291941,51.383983
KT67AQ,195000,-0.293411,51.384427
KT67BB,271400,-0.286657,51.382494
KT67BG,237500,-0.287455,51.381129
KT67BJ,216000,-0.288446,51.380614
KT67BL,395000,-0.289201,51.380769
KT67BZ,380000,-0.289691,51.383834
KT67DA,525000,-0.289336,51.384241
KT67HF,415000,-0.285262,51.382131
KT67HL,300000,-0.284168,51.38164
KT67JD,260000,-0.281773,51.379742
KT67JJ,270000,-0.286615,51.381532
KT67JZ,287500,-0.282401,51.377783
KT67QA,142000,-0.282529,51.379736
KT67QG,262500,-0.290162,51.38161
KT67QQ,387000,-0.289359,51.382336
KT67RN,255000,-0.296429,51.380407
KT67SA,415000,-0.293164,51.382805
KT67SH,260000,-0.295917,51.381029
KT67SS,315000,-0.298681,51.378578
KT67TX,340000,-0.295653,51.383489
KT67TZ,480000,-0.296777,51.381086
KT89BD,294000,-0.343099,51.405562
KT89BP,455000,-0.347572,51.40791
KT89BY,430833.33,-0.338385,51.40689
KT91AB,200500,-0.306154,51.36739
KT91AR,210000,-0.303806,51.367807
KT91EB,258000,-0.304077,51.373862
KT91EE,280000,-0.304486,51.373132
KT91EL,211000,-0.306381,51.366936
KT91NJ,303000,-0.311723,51.368182
KT91NS,165000,-0.311983,51.367746
KT91NY,334500,-0.306861,51.36795
KT91PF,290000,-0.30649,51.369842
KT91QE,232000,-0.299407,51.364803
KT91QN,280000,-0.298819,51.364767
KT91QS,295000,-0.304613,51.36424
KT91QT,300000,-0.304986,51.363868
KT91QX,315000,-0.305657,51.365163
KT92AN,215000,-0.294587,51.359985
KT92AP,263000,-0.294154,51.361713
KT92AU,295000,-0.294394,51.362984
KT92AZ,240000,-0.292989,51.363541
KT92BB,215000,-0.290387,51.36334
KT92DN,290000,-0.296692,51.360528
KT92DU,225000,-0.297379,51.358792
KT92EQ,237500,-0.299291,51.357059
KT92EX,280000,-0.300498,51.363254
KT92HH,267500,-0.310261,51.358701
KT92HR,289500,-0.310797,51.357801
KT92JY,275000,-0.30498,51.357816
KT92JZ,305000,-0.303215,51.358536
KT92LB,315000,-0.303825,51.357979
KT92LQ,315833.33,-0.302299,51.357038
KT92PR,300000,-0.311374,51.362565
N101AF,367000,-0.156378,51.604002
N101AR,320000,-0.149731,51.60438
N101AT,335000,-0.149544,51.604017
N101BA,345000,-0.149183,51.60331
N101BU,347500,-0.143331,51.59347
N101DT,348500,-0.144735,51.595524
N101DU,426600,-0.14424,51.594563
N101EA,587500,-0.145257,51.597223
N101EE,431000,-0.145902,51.597066
N101EL,328000,-0.146183,51.596474
N101EN,380000,-0.147814,51.597542
N101ET,575000,-0.147555,51.600731
N101EU,330000,-0.147775,51.603126
N101HE,645000,-0.149388,51.600031
N101HH,662500,-0.151269,51.598967
N101JT,275000,-0.15246,51.601896
N101LJ,270000,-0.146624,51.598405
N101LP,715000,-0.148827,51.597846
N101LS,561500,-0.148647,51.598809
N101LT,664500,-0.15045,51.598154
N101NX,477500,-0.149011,51.595448
N101NY,414000,-0.148005,51.593913
N101PA,520000,-0.147732,51.59318
N101QG,319975,-0.1462,51.596069
N101QH,396666.67,-0.146359,51.596045
N102BJ,900000,-0.142256,51.593993
N102BN,720000,-0.142303,51.596469
N102BX,440000,-0.140298,51.594555
N102DG,367000,-0.140716,51.598123
N102DH,657500,-0.141916,51.599131
N102EG,627500,-0.143216,51.595599
N102EU,355000,-0.142388,51.604192
N102EY,320000,-0.14278,51.607346
N102HB,355000,-0.145034,51.598811
N102HS,261000,-0.146074,51.605611
N102HT,320000,-0.145805,51.604696
N102JH,360000,-0.147322,51.602184
N102JR,455000,-0.139176,51.593488
N102JS,455000,-0.139913,51.593473
N102JU,525000,-0.138921,51.594686
N102JY,772000,-0.139866,51.594188
N102LE,825000,-0.138208,51.596941
N102LN,298000,-0.146884,51.601943
N102LW,270000,-0.145678,51.601789
N102NB,175000,-0.145821,51.60216
N102NE,365000,-0.14493,51.602775
N102NZ,355000,-0.144639,51.605657
N102PP,250000,-0.146769,51.607256
N102QB,384000,-0.133708,51.594378
N102QG,665000,-0.135742,51.597234
N102RA,483333.33,-0.140887,51.596048
N102RS,315000,-0.144078,51.606665
N102RT,358000,-0.143532,51.606953
N103DA,910000,-0.143862,51.588946
N103DU,365000,-0.147905,51.591051
N103ET,650000,-0.151192,51.591166
N103EU,253125,-0.149514,51.587789
N103EY,807250,-0.148345,51.58777
N103FA,645000,-0.149838,51.587974
N103FB,673466.67,-0.150131,51.58787
N103HP,527833.33,-0.146791,51.590045
N103HT,465000,-0.147227,51.587498
N103JA,930000,-0.148454,51.587232
N103JR,640000,-0.146018,51.582869
N103JT,635000,-0.145019,51.583938
N103JX,700000,-0.143066,51.584392
N103NA,500000,-0.145058,51.587673
N103NE,765000,-0.145045,51.587193
N103NR,868333.33,-0.144789,51.592138
N103NU,472500,-0.147916,51.591852
N103PJ,1050000,-0.14136,51.59048
N103PN,302500,-0.138781,51.589732
N103QP,350000,-0.14202,51.590221
N103QT,517000,-0.142914,51.589552
N103QU,735000,-0.142215,51.588992
N103RB,450000,-0.140162,51.588348
N103RJ,520000,-0.139212,51.58899
N103RL,485000,-0.139359,51.589289
N103SU,660000,-0.137693,51.590485
N103TR,775000,-0.136639,51.588364
N103UE,650000,-0.144037,51.585085
N103UG,572000,-0.144904,51.585348
N103UP,620000,-0.144694,51.585626
N10AE,550000,-0.122335,51.537536
N10AR,480000,-0.118041,51.537107
N10BH,250000,-0.117957,51.539147
N10BN,469750,-0.11942,51.539
N10BZ,508500,-0.118056,51.537856
N10DF,350000,-0.121574,51.54095
N10DS,435000,-0.118604,51.541639
N10DT,510000,-0.118444,51.540971
N10DX,335000,-0.117866,51.540656
N10ED,651000,-0.109012,51.535775
N10EN,632500,-0.110096,51.537798
N10ER,910000,-0.110338,51.537883
N10ES,793500,-0.110639,51.536521
N10GL,608000,-0.119513,51.537151
N10GN,677500,-0.121015,51.540878
N10HF,430000,-0.111916,51.534664
N10LE,550000,-0.118814,51.538298
N10LG,525000,-0.117887,51.538409
N10LX,995000,-0.112417,51.538851
N10NY,552000,-0.103976,51.535939
N10RA,485000,-0.105189,51.538249
N10UL,485000,-0.121439,51.538295
N10XN,530000,-0.12041,51.536668
N10XW,565000,-0.120001,51.536779
N111BY,245000,-0.137924,51.62118
N111EH,109000,-0.149929,51.626855
N111EL,360000,-0.149574,51.628495
N111EP,285000,-0.151083,51.628699
N111EZ,245000,-0.147286,51.625504
N111FG,462950,-0.135746,51.612741
N111FQ,474750,-0.135746,51.612741
N111HG,270000,-0.149925,51.621999
N111HH,137500,-0.15016,51.623325
N111JJ,313500,-0.142489,51.619493
N111JW,435000,-0.143021,51.617007
N111ND,393000,-0.144014,51.616025
N111PG,276500,-0.139825,51.614268
N111PN,350000,-0.142161,51.615078
N111PT,400000,-0.142066,51.61677
N111QH,432500,-0.143177,51.614675
N111SL,340000,-0.135076,51.613833
N111SZ,295000,-0.140367,51.613386
N112AB,335000,-0.132057,51.609004
N112BN,413000,-0.122478,51.611189
N112BP,447000,-0.121733,51.611669
N112DB,540000,-0.120666,51.609862
N112DD,440000,-0.121792,51.609188
N112DE,280500,-0.123223,51.607856
N112DG,365000,-0.12317,51.607996
N112DH,285000,-0.123297,51.607719
N112HB,282000,-0.12628,51.608225
N112JL,276912.5,-0.12502,51.602693
N112JR,499950,-0.127939,51.610374
N112LR,385000,-0.125009,51.605067
N112NF,335000,-0.133125,51.609998
N112PN,379000,-0.126862,51.607416
N112PY,250000,-0.125567,51.603781
N112QB,395000,-0.126579,51.60377
N112TN,335000,-0.124357,51.608968
N112TQ,300000,-0.124961,51.609373
N112TX,440000,-0.126842,51.608954
N113AA,440000,-0.147124,51.616356
N113AH,285000,-0.150373,51.620558
N113AX,320000,-0.154205,51.620484
N113DY,470000,-0.150404,51.614555
N113EL,361916.67,-0.147979,51.616288
N113ER,337500,-0.149316,51.616018
N113FL,808000,-0.14684,51.613309
N113FP,463333.33,-0.145025,51.6139
N113FR,342500,-0.149462,51.611713
N113FT,766666.67,-0.147872,51.612812
N113GD,340000,-0.14817,51.610186
N113GW,365000,-0.158013,51.613485
N113GX,392500,-0.144942,51.614538
N113HB,275000,-0.151048,51.61613
N113HT,275000,-0.151277,51.615033
N113HY,265000,-0.152825,51.614701
N113JB,321000,-0.153834,51.6143
N113JP,453500,-0.154628,51.615383
N113NN,298000,-0.151654,51.607531
N113NS,305000,-0.146574,51.609564
N113NT,270750,-0.147149,51.609276
N113NW,231500,-0.149341,51.607944
N113PB,387000,-0.14819,51.6097
N11BA,272000,-0.1165,51.539234
N11BB,376000,-0.116676,51.540143
N11BJ,715000,-0.114508,51.541313
N11BP,562500,-0.116095,51.541995
N11BS,1100000,-0.11602,51.541715
N11BZ,460000,-0.113775,51.54158
N11DA,660000,-0.113639,51.542783
N11DE,940000,-0.113256,51.54158
N11DN,650000,-0.116654,51.542825
N11DU,332500,-0.116847,51.541225
N11DW,169000,-0.117797,51.542385
N11EA,892000,-0.114479,51.543057
N11ER,535000,-0.108266,51.540556
N11ET,730000,-0.108364,51.541313
N11EW,497500,-0.108787,51.539533
N11EX,625000,-0.108217,51.541742
N11HB,725000,-0.108219,51.542381
N11HG,350000,-0.108282,51.542606
N11HT,1006000,-0.112381,51.540083
N11JD,371000,-0.110713,51.541018
N11JL,699000,-0.111665,51.541764
N11JR,800000,-0.109992,51.541348
N11JT,546500,-0.110989,51.543396
N11LA,920000,-0.106356,51.539727
N11LG,780000,-0.106195,51.542159
N11LR,555199.8,-0.108741,51.544403
N11LX,794000,-0.106732,51.539983
N11NS,715000,-0.108858,51.544019
N11PA,416250,-0.110369,51.543036
N11PE,770000,-0.112,51.543008
N11PG,928000,-0.112601,51.543476
N11PP,700000,-0.10472,51.5412
N11PT,530000,-0.105358,51.541813
N11QL,650000,-0.104223,51.543173
N11QT,716666.67,-0.108938,51.543471
N11RA,900000,-0.102857,51.540235
N11TL,640000,-0.104881,51.539764
N11TR,990000,-0.103133,51.540251
N11TW,795000,-0.105771,51.539868
N11TY,493000,-0.105053,51.540495
N11UL,702500,-0.103644,51.538721
N11UN,1555750,-0.104622,51.538431
N11WF,4165000,-0.104444,51.539238
N11WL,885745.45,-0.104622,51.538431
N11ZT,573333.33,-0.103636,51.53855
N120AL,570000,-0.173056,51.603226
N120AN,350000,-0.173056,51.603226
N120AR,325000,-0.174745,51.602883
N120AU,275000,-0.17551,51.604694
N120AW,420000,-0.175267,51.603916
N120BB,429000,-0.176886,51.608204
N120DA,362000,-0.176062,51.611464
N120DT,320000,-0.176444,51.610571
N120DZ,420000,-0.175554,51.609002
N120EN,420000,-0.17673,51.612815
N120EQ,379400,-0.17673,51.612815
N120EW,184250,-0.177359,51.612249
N120HB,193000,-0.180846,51.609285
N120HE,610000,-0.17908,51.609308
N120HH,437500,-0.180719,51.607679
N120HJ,415800,-0.181724,51.607563
N120JH,400000,-0.177664,51.607524
N120LG,365000,-0.160433,51.611859
N120ND,277500,-0.15882,51.612445
N120NL,300000,-0.175313,51.611852
N120NS,307500,-0.173703,51.611581
N120NU,377000,-0.175155,51.611112
N127AG,515000,-0.187788,51.617395
N127DD,312000,-0.185273,51.621696
N127DN,506250,-0.186736,51.616966
N127DY,481250,-0.185848,51.620054
N127NT,360000,-0.187802,51.615144
N128AA,555000,-0.181972,51.615737
N128AD,418000,-0.184825,51.6141
N128AR,430000,-0.182035,51.619218
N128BE,325000,-0.180158,51.61883
N128DL,337500,-0.180585,51.615024
N128DT,333000,-0.180203,51.612368
N128DW,295000,-0.179628,51.611595
N128EJ,485000,-0.184395,51.615554
N128EL,315000,-0.185667,51.615786
N128EN,460000,-0.186051,51.614497
N128GA,460000,-0.178134,51.616712
N128HD,537000,-0.182491,51.610701
N128HG,320000,-0.182676,51.612565
N128HU,545000,-0.18539,51.616582
N128HY,492500,-0.184775,51.616872
N128LR,418500,-0.180974,51.621549
N128NN,340000,-0.182902,51.612685
N128NU,450000,-0.181168,51.611265
N128NY,465000,-0.181366,51.61039
N128PH,390000,-0.183647,51.609235
N128PJ,370000,-0.182641,51.609547
N128PY,337500,-0.178761,51.618358
N128QE,375000,-0.178109,51.619499
N128QP,550000,-0.17786,51.620305
N128QT,430000,-0.178108,51.622044
N128QY,300000,-0.178571,51.622384
N128RD,350000,-0.179967,51.623602
N128RF,335000,-0.183406,51.617423
N128RJ,435000,-0.182559,51.617395
N128RP,205000,-0.178392,51.617574
N128RT,362666.67,-0.17874,51.617174
N128RU,385000,-0.180484,51.617273
N128SU,375000,-0.182572,51.620962
N128SW,650000,-0.183827,51.619543
N128TJ,400000,-0.179506,51.622129
N128TW,437000,-0.183495,51.620986
N129BD,335000,-0.159167,51.612894
N129DH,330000,-0.172207,51.616089
N129DL,350000,-0.170117,51.615265
N129DX,260000,-0.174747,51.614708
N129DY,473128,-0.172012,51.613056
N129EB,385000,-0.172417,51.61276
N129HG,445000,-0.163995,51.615206
N129HN,365000,-0.170009,51.613654
N129HW,260000,-0.174252,51.619502
N129LB,353750,-0.168231,51.61547
N129LE,352000,-0.166899,51.614838
N129LF,446000,-0.164666,51.615849
N129LN,426000,-0.166204,51.615684
N129LP,335000,-0.166641,51.615592
N129NB,390000,-0.165976,51.615165
N129PN,360250,-0.168351,51.616887
N129PP,316666.67,-0.170596,51.616658
N129QD,277000,-0.175884,51.614087
N129QL,470000,-0.175619,51.613499
N129QR,411000,-0.176432,51.616006
N129RX,1070650,-0.176277,51.621593
N129SS,280000,-0.17501,51.617149
N129ST,337500,-0.174513,51.617663
N129TR,380000,-0.173567,51.617118
N129TU,285000,-0.171099,51.616702
N129UA,491666.67,-0.170414,51.615867
N129UB,450000,-0.170127,51.616453
N129UE,331000,-0.169132,51.616059
N129UL,179666.67,-0.173714,51.615609
N12AJ,615000,-0.099256,51.542892
N12BA,860000,-0.101534,51.539514
N12BT,490000,-0.09893,51.54
N12DF,800000,-0.096702,51.540854
N12DJ,457500,-0.098884,51.53973
N12DX,683500,-0.101608,51.54079
N12EE,135000,-0.090983,51.543477
N12EH,850000,-0.100435,51.541248
N12EJ,508771,-0.099532,51.540082
N12ER,475000,-0.099499,51.539146
N12FT,534375,-0.089995,51.544342
N12HJ,535000,-0.095646,51.544104
N12HX,524000,-0.096096,51.541555
N12JU,1710000,-0.093986,51.546844
N12LJ,550000,-0.099433,51.546675
N12LL,722000,-0.097038,51.547334
N12LT,500500,-0.095493,51.547022
N12LW,855000,-0.094631,51.547637
N12LZ,791500,-0.098847,51.546141
N12NX,775000,-0.099184,51.545661
N12PA,820000,-0.099518,51.545279
N12PG,795000,-0.092574,51.548188
N12PS,480000,-0.09081,51.545201
N12RZ,356000,-0.092119,51.546319
N12SJ,325000,-0.099511,51.538508
N12SN,305000,-0.097409,51.53987
N12SS,640000,-0.097569,51.53978
N12TD,480000,-0.094667,51.542287
N12TN,440000,-0.092933,51.544102
N12TW,450000,-0.091531,51.544853
N12UX,435000,-0.095933,51.54202
N12XZ,380000,-0.091349,51.546109
N12YG,450000,-0.090389,51.543872
N12YP,365000,-0.093273,51.547345
N134AB,400000,-0.108991,51.621464
N134AG,270266.67,-0.106352,51.621349
N134AR,505000,-0.11176,51.623675
N134AW,294500,-0.113315,51.624833
N134BF,118000,-0.106075,51.623152
N134BW,148500,-0.112393,51.624783
N134DD,305000,-0.103556,51.623966
N134DR,360000,-0.101523,51.624655
N134DY,205000,-0.117331,51.612716
N134EA,440875,-0.10193,51.625531
N134EH,410000,-0.101202,51.627066
N134HD,485000,-0.115884,51.615837
N134HX,325000,-0.112323,51.616715
N134LL,396000,-0.108238,51.623583
N134LN,390666.67,-0.107631,51.623675
N134LP,462000,-0.109106,51.62392
N134LT,439995,-0.11063,51.62479
N134LU,483333.33,-0.111671,51.626498
N134NH,210000,-0.113374,51.613324
N134NJ,300000,-0.116279,51.612912
N134QG,499995,-0.12083,51.620934
N134QX,257471,-0.108492,51.619217
N134TJ,410000,-0.112021,51.609723
N134TL,500000,-0.112177,51.609447
N134TN,222500,-0.1104,51.609113
N134TR,260000,-0.112025,51.609025
N134TY,245000,-0.107751,51.61898
N134UD,378000,-0.112248,51.613639
N134UE,400000,-0.111205,51.614422
N134UY,279000,-0.111818,51.611833
N134YD,270000,-0.109897,51.617737
N135EP,285000,-0.104603,51.619999
N135HD,493000,-0.102985,51.619649
N135HG,380000,-0.100732,51.617563
N135JJ,287500,-0.106889,51.612968
N135LA,400000,-0.105607,51.618091
N135PG,412564,-0.103795,51.620394
N135PJ,469000,-0.101813,51.619343
N135PR,461737.5,-0.103513,51.621537
N135QQ,258397,-0.089648,51.622832
N135QU,330000,-0.086571,51.622125
N135RE,326666.67,-0.10061,51.618055
N135RF,496500,-0.1001,51.619189
N135RJ,399999,-0.100634,51.621293
N135SB,348160,-0.10157,51.624123
N135SN,380000,-0.099624,51.620908
N135TD,410000,-0.098792,51.623187
N136AA,425000,-0.107736,51.608908
N136BQ,230000,-0.09624,51.614783
N136BT,230000,-0.09696,51.615172
N136DZ,230000,-0.099761,51.609678
N136EF,193333.33,-0.10307,51.613113
N136EU,260000,-0.103346,51.61238
N136HF,307500,-0.098688,51.614607
N136HQ,320000,-0.097554,51.614445
N136HS,312500,-0.099068,51.613906
N13AD,650000,-0.093578,51.539707
N13AH,665000,-0.090663,51.54251
N13AR,750000,-0.093111,51.54156
N13BE,831666.67,-0.089412,51.541374
N13BG,1515000,-0.089657,51.541738
N13BH,730833.33,-0.088096,51.541128
N13BN,470000,-0.090232,51.539023
N13BQ,877500,-0.088902,51.541159
N13BY,360000,-0.092433,51.540533
N13DA,360000,-0.093289,51.541087
N13DG,910000,-0.094107,51.539805
N13DH,390000,-0.088716,51.537685
N13EP,350000,-0.08823,51.540681
N13ER,850000,-0.087386,51.540874
N13ES,765000,-0.086166,51.540737
